locus tag	logFC	logCPM	PValue	FDR
SL1344_0065	0,45	7,01	0,11	0,19
SL1344_0067	-1,76	6,99	0,00	0,00
SL1344_0068	-0,18	8,29	0,71	0,79
SL1344_0069	0,23	4,41	0,70	0,78
SL1344_0071	-0,57	3,42	0,69	0,77
SL1344_0072	-0,22	4,17	0,75	0,82
SL1344_0073	0,75	4,36	0,24	0,35
SL1344_0074	1,24	5,23	0,02	0,04
SL1344_0076	-0,41	3,35	0,67	0,75
SL1344_0080	0,11	5,29	0,83	0,88
SL1344_0082	4,06	8,40	0,00	0,00
SL1344_0083A	5,40	7,11	0,00	0,00
SL1344_0084	1,87	6,60	0,00	0,00
SL1344_0086	-0,76	3,80	0,27	0,38
SL1344_0087	0,10	5,21	0,81	0,87
SL1344_0088	0,52	7,43	0,08	0,15
SL1344_0089	0,25	6,97	0,34	0,45
SL1344_0090	0,40	6,35	0,19	0,28
SL1344_0091	0,20	7,56	0,41	0,53
SL1344_0092	-0,24	7,73	0,32	0,43
SL1344_0093	0,20	8,95	0,32	0,43
SL1344_0094	-0,33	9,54	0,11	0,18
SL1344_0095	0,12	6,07	0,71	0,79
SL1344_0096	-1,08	5,75	0,00	0,01
SL1344_0097	-0,10	7,47	0,69	0,77
SL1344_0098	0,50	7,52	0,06	0,11
SL1344_0099	-0,96	4,35	0,11	0,19
SL1344_0100	3,56	4,44	0,00	0,01
SL1344_0101	1,07	3,52	0,16	0,25
SL1344_0102	1,10	4,29	0,16	0,25
SL1344_0103	4,75	4,07	0,00	0,01
SL1344_0104	2,98	5,52	0,00	0,00
SL1344_0105	0,94	6,42	0,00	0,01
SL1344_0106	-1,34	3,59	0,10	0,18
SL1344_0107	-0,76	5,11	0,12	0,20
SL1344_0108	0,14	5,32	0,78	0,84
SL1344_0109	-0,98	4,69	0,06	0,12
SL1344_0110	-0,21	5,18	0,60	0,70
SL1344_0111	0,01	6,27	0,97	0,98
SL1344_0112	0,47	6,47	0,11	0,19
SL1344_0113	-0,06	6,91	0,83	0,88
SL1344_0115	1,30	4,47	0,07	0,14
SL1344_0116	0,06	6,54	0,85	0,89
SL1344_0117	0,41	6,06	0,25	0,35
SL1344_0118	-0,42	7,18	0,12	0,20
SL1344_0119	0,31	8,85	0,16	0,25
SL1344_0120	0,69	9,10	0,00	0,01
SL1344_0121	1,06	8,86	0,00	0,00
SL1344_0122	-0,64	11,04	0,12	0,20
SL1344_0123	-0,03	8,03	0,89	0,92
SL1344_0124	-0,20	7,42	0,44	0,55
SL1344_0125	-0,06	8,22	0,78	0,85
SL1344_0126	-0,52	8,55	0,01	0,03
SL1344_0127	-0,34	7,44	0,17	0,26
SL1344_0128	-0,24	7,67	0,33	0,44
SL1344_0129	0,04	8,22	0,85	0,89
SL1344_0130	-0,66	8,47	0,00	0,01
SL1344_0131	-0,26	8,01	0,27	0,38
SL1344_0132	-0,80	9,24	0,00	0,00
SL1344_0133	-0,09	9,52	0,66	0,75
SL1344_0134	0,14	11,17	0,47	0,58
SL1344_0135	-1,17	6,02	0,00	0,00
SL1344_0136	-1,51	8,87	0,00	0,00
SL1344_0137	-1,55	3,83	0,02	0,04
SL1344_0139	-1,07	5,76	0,01	0,02
SL1344_0140	-0,78	5,77	0,04	0,09
SL1344_0141	-0,33	7,99	0,15	0,23
SL1344_0143	0,26	3,78	0,80	0,86
SL1344_0145	-1,46	5,19	0,00	0,00
SL1344_0146	-0,77	6,17	0,02	0,05
SL1344_0147	-0,46	6,39	0,12	0,20
SL1344_0148	-0,54	3,86	0,42	0,53
SL1344_0149	-0,86	4,10	0,18	0,28
SL1344_0150	-1,12	6,37	0,00	0,00
SL1344_0151	-2,13	9,37	0,00	0,00
SL1344_0152	-2,54	11,12	0,00	0,00
SL1344_0153	-2,54	10,21	0,00	0,00
SL1344_0154	-1,86	10,26	0,00	0,00
SL1344_0157	1,15	3,66	0,13	0,22
SL1344_0159	-0,79	9,61	0,00	0,00
SL1344_0160	-1,44	6,79	0,00	0,00
SL1344_0161	-0,79	6,98	0,00	0,01
SL1344_0162	0,32	3,89	0,66	0,75
SL1344_0163	0,29	4,38	0,66	0,75
SL1344_0164	-1,42	6,71	0,00	0,00
SL1344_0165	-1,40	7,54	0,00	0,00
SL1344_0166	0,12	6,05	0,71	0,79
SL1344_0167	-0,14	7,39	0,58	0,68
SL1344_0168	-1,17	6,70	0,00	0,00
SL1344_0169	-1,07	6,45	0,00	0,00
SL1344_0170	0,02	7,41	0,95	0,96
SL1344_0171	-1,55	7,47	0,00	0,00
SL1344_0172	-1,37	7,91	0,00	0,00
SL1344_0173	0,02	6,17	0,97	0,98
SL1344_0174	-0,31	5,97	0,37	0,48
SL1344_0175	-0,55	3,97	0,52	0,63
SL1344_0176	0,60	3,85	0,53	0,64
SL1344_0179	2,43	3,84	0,03	0,06
SL1344_0180	0,34	5,93	0,30	0,42
SL1344_0181	-0,45	5,80	0,21	0,31
SL1344_0182	-0,29	5,53	0,49	0,60
SL1344_0183	-0,69	4,43	0,22	0,32
SL1344_0184	-0,91	4,64	0,06	0,11
SL1344_0185	-1,24	7,71	0,00	0,00
SL1344_0186	0,13	6,10	0,68	0,76
SL1344_0187	-0,68	8,43	0,00	0,01
SL1344_0188	-0,12	6,26	0,69	0,77
SL1344_0189	-1,18	5,07	0,01	0,02
SL1344_0190	0,55	7,19	0,04	0,08
SL1344_0191	0,50	8,79	0,02	0,05
SL1344_0192	-1,46	8,87	0,00	0,00
SL1344_0193	-1,46	6,17	0,00	0,00
SL1344_0194	-0,99	6,66	0,00	0,00
SL1344_0195	-1,07	6,84	0,00	0,00
SL1344_0196	-0,06	3,52	0,96	0,97
SL1344_0197	1,26	5,28	0,02	0,05
SL1344_0202	0,16	5,05	0,77	0,83
SL1344_0203	-0,06	7,36	0,81	0,87
SL1344_0204	-0,79	6,47	0,01	0,03
SL1344_0205	0,14	9,44	0,52	0,63
SL1344_0206	0,13	5,31	0,78	0,85
SL1344_0207	-0,79	5,29	0,05	0,09
SL1344_0208	-0,44	6,39	0,17	0,26
SL1344_0209	0,15	6,57	0,63	0,72
SL1344_0210	2,28	10,04	0,00	0,00
SL1344_0211	2,52	7,21	0,00	0,00
SL1344_0212	-0,18	7,91	0,50	0,61
SL1344_0213	2,31	8,68	0,00	0,00
SL1344_0214	-0,40	7,30	0,14	0,23
SL1344_0215	-0,64	6,63	0,04	0,08
SL1344_0216	-1,55	8,01	0,00	0,00
SL1344_0217	0,13	11,40	0,57	0,67
SL1344_0218	0,10	10,91	0,62	0,71
SL1344_0219	0,06	8,15	0,79	0,85
SL1344_0220	-0,41	9,15	0,06	0,11
SL1344_0221	-0,04	7,35	0,89	0,92
SL1344_0222	-0,53	8,49	0,02	0,04
SL1344_0223	-0,30	8,34	0,16	0,25
SL1344_0224	0,01	9,70	0,97	0,98
SL1344_0225	0,16	10,52	0,45	0,56
SL1344_0226	0,25	10,44	0,25	0,35
SL1344_0227	0,02	9,86	0,91	0,94
SL1344_0228	-0,35	8,65	0,13	0,21
SL1344_0229	-0,18	8,87	0,40	0,52
SL1344_0230	-1,05	7,51	0,00	0,00
SL1344_0231	-0,47	7,04	0,08	0,14
SL1344_0232	-0,34	9,39	0,13	0,21
SL1344_0233	-0,40	7,81	0,12	0,20
SL1344_0234	-0,16	6,55	0,58	0,68
SL1344_0235	-0,92	5,86	0,01	0,02
SL1344_0236	-0,77	4,49	0,17	0,26
SL1344_0237	-1,28	5,61	0,00	0,00
SL1344_0240	0,22	6,22	0,52	0,63
SL1344_0241	0,15	5,17	0,75	0,82
SL1344_0242	0,16	6,55	0,60	0,70
SL1344_0243	-1,24	7,81	0,00	0,00
SL1344_0244	-1,38	5,47	0,00	0,00
SL1344_0245	-1,81	6,10	0,00	0,00
SL1344_0246	-1,01	7,84	0,00	0,00
SL1344_0247	-0,85	6,00	0,02	0,04
SL1344_0248	0,21	6,75	0,46	0,58
SL1344_0249	-0,16	5,85	0,67	0,76
SL1344_rRNA0001	0,80	9,80	0,41	0,52
SL1344_tRNA0001	-1,40	6,80	0,00	0,00
SL1344_tRNA0002	0,37	8,23	0,43	0,55
SL1344_rRNA0002	0,97	7,70	0,29	0,41
SL1344_tRNA0003	0,60	5,54	0,15	0,24
SL1344_0250	1,45	6,12	0,00	0,00
SL1344_0251	-1,02	4,21	0,11	0,18
SL1344_0252	1,31	4,56	0,05	0,09
SL1344_0253	-0,55	6,42	0,06	0,12
SL1344_0254	-0,83	4,72	0,12	0,20
SL1344_0255	-0,62	10,93	0,00	0,01
SL1344_0256	-0,23	5,29	0,56	0,67
SL1344_0257	-1,24	4,47	0,03	0,06
SL1344_0258	-1,34	5,52	0,00	0,00
SL1344_0259	-0,67	5,81	0,06	0,11
SL1344_tRNA0004	0,16	8,00	0,73	0,80
SL1344_0260	0,00	4,06	1,00	1,00
SL1344_0262	0,07	4,26	0,91	0,93
SL1344_0264	-0,24	3,61	0,78	0,84
SL1344_0265	0,55	3,79	0,49	0,60
SL1344_0266	2,38	4,86	0,00	0,00
SL1344_0267	1,09	3,67	0,28	0,39
SL1344_0268	0,83	4,42	0,24	0,35
SL1344_0270	-0,08	3,76	0,95	0,96
SL1344_0272	1,17	4,43	0,12	0,20
SL1344_0273	5,86	4,31	0,00	0,00
SL1344_0274	4,76	3,74	0,01	0,02
SL1344_0276	-2,05	4,10	0,08	0,14
SL1344_0277	0,36	4,16	0,64	0,73
SL1344_0278	-0,68	3,42	0,56	0,67
SL1344_0279	3,27	3,33	0,10	0,18
SL1344_0280	0,61	5,69	0,18	0,28
SL1344_0281	-0,30	3,94	0,80	0,86
SL1344_0282	3,03	3,61	0,02	0,04
SL1344_0283	0,84	4,27	0,23	0,33
SL1344_0284	0,93	5,27	0,11	0,18
SL1344_0286	0,88	7,18	0,01	0,02
SL1344_0286C	0,77	6,39	0,02	0,05
SL1344_0288	0,66	5,65	0,20	0,29
SL1344_0289	0,65	5,76	0,18	0,28
SL1344_0291	0,64	4,49	0,35	0,47
SL1344_0293	0,66	3,52	0,41	0,53
SL1344_0294	3,65	3,42	0,06	0,11
SL1344_0295	1,49	7,66	0,00	0,00
SL1344_0296	3,27	5,33	0,00	0,00
SL1344_0297	1,71	7,52	0,00	0,00
SL1344_0298	1,28	5,73	0,01	0,02
SL1344_0299	4,21	6,24	0,00	0,00
SL1344_0300	-1,69	6,47	0,00	0,00
SL1344_0302	5,32	9,11	0,00	0,00
SL1344_0303	2,49	6,89	0,00	0,00
SL1344_0304	-0,52	6,33	0,12	0,20
SL1344_0305	3,81	8,69	0,00	0,00
SL1344_0306	-0,96	7,11	0,00	0,00
SL1344_0307	-0,24	6,47	0,43	0,54
SL1344_0308	0,04	5,77	0,92	0,94
SL1344_0309	1,66	7,30	0,00	0,00
SL1344_0310	2,63	7,24	0,00	0,00
SL1344_0311	4,44	7,44	0,00	0,00
SL1344_0312	-0,17	8,43	0,43	0,54
SL1344_0313	-0,16	6,44	0,59	0,69
SL1344_0314	-0,20	6,52	0,56	0,67
SL1344_0315	-0,31	6,62	0,27	0,38
SL1344_0316	2,33	5,68	0,00	0,00
SL1344_0317	-0,05	7,97	0,82	0,88
SL1344_0318	0,46	7,00	0,10	0,17
SL1344_tRNA0005	0,95	10,59	0,32	0,43
SL1344_0320	0,41	3,55	0,70	0,78
SL1344_0322	1,60	6,23	0,00	0,00
SL1344_0323	0,90	3,85	0,37	0,49
SL1344_0324	0,14	3,93	0,88	0,91
SL1344_0325	1,37	3,55	0,27	0,38
SL1344_0326	0,07	4,05	0,92	0,95
SL1344_0327	0,13	4,52	0,84	0,89
SL1344_0328	-0,36	5,58	0,36	0,47
SL1344_0331	0,90	4,51	0,38	0,49
SL1344_0332	1,52	4,43	0,04	0,08
SL1344_0333	-0,64	4,94	0,37	0,49
SL1344_0336	-2,41	5,83	0,00	0,00
SL1344_0337	-1,26	5,33	0,01	0,04
SL1344_0338	-0,38	5,85	0,29	0,40
SL1344_0339	0,47	6,11	0,18	0,27
SL1344_0340	-0,18	4,95	0,70	0,78
SL1344_0341	4,89	3,94	0,01	0,01
SL1344_0342	1,35	4,42	0,13	0,21
SL1344_0344	0,43	4,59	0,50	0,61
SL1344_0345	0,92	3,65	0,34	0,45
SL1344_0346	-0,04	4,21	0,96	0,97
SL1344_0348	1,30	4,61	0,07	0,13
SL1344_0349	1,91	3,57	0,03	0,06
SL1344_0351	1,93	5,25	0,00	0,00
SL1344_0352	-1,12	6,76	0,00	0,00
SL1344_0353	-0,72	7,23	0,01	0,02
SL1344_0355	0,62	7,25	0,64	0,73
SL1344_0356	0,65	5,55	0,11	0,18
SL1344_0358	-0,27	7,30	0,31	0,43
SL1344_0359	1,09	6,43	0,00	0,00
SL1344_0360	1,17	5,39	0,01	0,03
SL1344_0362	1,44	4,41	0,05	0,10
SL1344_0363	-0,19	4,01	0,78	0,85
SL1344_0364	-0,10	3,79	0,89	0,92
SL1344_0365	0,45	4,10	0,73	0,80
SL1344_0366	0,31	4,99	0,55	0,66
SL1344_0367	-1,16	7,65	0,00	0,00
SL1344_0368	0,46	8,25	0,04	0,08
SL1344_0369	0,98	4,85	0,08	0,14
SL1344_0370	0,62	5,61	0,13	0,21
SL1344_0371	0,50	6,11	0,11	0,18
SL1344_0372	0,27	6,00	0,44	0,56
SL1344_0373	2,13	5,91	0,00	0,00
SL1344_0375	-0,76	7,01	0,01	0,02
SL1344_0376	1,41	4,45	0,04	0,08
SL1344_0377	-0,56	5,58	0,64	0,73
SL1344_0379	0,81	5,40	0,07	0,12
SL1344_0380	1,74	5,29	0,00	0,00
SL1344_0381	-0,12	7,13	0,63	0,72
SL1344_0382	-0,39	4,87	0,44	0,55
SL1344_0383	-1,73	6,59	0,00	0,00
SL1344_0385	-0,51	6,97	0,07	0,14
SL1344_0387	-0,12	6,40	0,69	0,77
SL1344_0388	1,04	4,74	0,05	0,09
SL1344_0389	0,63	5,35	0,17	0,26
SL1344_0390	-0,47	5,97	0,17	0,27
SL1344_0391	-0,85	5,01	0,07	0,13
SL1344_0392	1,18	8,02	0,00	0,00
SL1344_0393	1,72	7,27	0,00	0,00
SL1344_0394	-1,50	8,97	0,00	0,00
SL1344_0395	-1,32	7,27	0,00	0,00
SL1344_0396	-0,90	5,91	0,02	0,04
SL1344_0397	2,55	9,52	0,00	0,00
SL1344_0398	-0,52	5,55	0,19	0,29
SL1344_0399	-0,77	6,56	0,02	0,04
SL1344_0400	-0,55	7,86	0,02	0,04
SL1344_0401	-0,65	7,91	0,01	0,03
SL1344_0402	-0,32	8,82	0,12	0,20
SL1344_0403	-0,19	8,80	0,34	0,45
SL1344_0404	0,11	5,23	0,80	0,86
SL1344_0405	0,10	5,02	0,83	0,88
SL1344_0406	-0,78	5,78	0,03	0,06
SL1344_0407	-1,41	6,03	0,00	0,00
SL1344_0408	-1,54	4,25	0,02	0,05
SL1344_0409	1,38	7,85	0,00	0,00
SL1344_0410	3,27	8,69	0,00	0,00
SL1344_0411	1,68	8,52	0,00	0,00
SL1344_0412	1,73	8,96	0,00	0,00
SL1344_0413	1,24	7,38	0,00	0,00
SL1344_0414	0,84	6,69	0,01	0,02
SL1344_0415	0,37	6,07	0,23	0,34
SL1344_0416	-0,32	7,54	0,20	0,30
SL1344_0417	-0,06	7,64	0,79	0,85
SL1344_0419	-0,87	7,13	0,00	0,01
SL1344_0420	0,20	4,50	0,76	0,82
SL1344_0421	1,84	3,47	0,07	0,12
SL1344_0422	1,73	4,37	0,03	0,06
SL1344_0423	1,14	4,35	0,08	0,15
SL1344_0424	0,36	4,71	0,53	0,64
SL1344_0425	1,39	3,80	0,14	0,22
SL1344_0426	1,82	3,24	0,15	0,24
SL1344_0427	-0,21	4,81	0,64	0,73
SL1344_0428	-0,43	5,98	0,23	0,33
SL1344_0429	-0,64	6,56	0,03	0,07
SL1344_0430	-0,44	6,17	0,17	0,27
SL1344_0430A	-0,85	3,62	0,34	0,46
SL1344_0431	1,97	6,11	0,00	0,00
SL1344_0432	1,58	6,14	0,00	0,00
SL1344_0433	-1,32	8,25	0,00	0,00
SL1344_0434	-1,03	7,28	0,00	0,00
SL1344_0435	-0,74	7,44	0,01	0,02
SL1344_0436	-1,15	9,39	0,00	0,00
SL1344_0437	-1,40	9,12	0,00	0,00
SL1344_0438	-1,92	5,41	0,00	0,00
SL1344_0439	-1,87	5,07	0,00	0,00
SL1344_0440	-0,27	6,48	0,39	0,51
SL1344_0441	-1,36	10,17	0,00	0,00
SL1344_0442	-0,99	8,45	0,00	0,00
SL1344_0443	0,17	10,18	0,40	0,51
SL1344_0444	0,60	9,97	0,00	0,01
SL1344_0446	0,85	9,00	0,00	0,00
SL1344_0448	2,63	4,12	0,00	0,00
SL1344_0449	-0,35	6,62	0,22	0,33
SL1344_0450	1,35	4,66	0,03	0,07
SL1344_0451	-0,12	4,67	0,81	0,86
SL1344_0452	-4,01	6,74	0,00	0,00
SL1344_0453	-0,01	6,93	0,97	0,98
SL1344_0454	-0,01	7,52	0,97	0,98
SL1344_0455	0,18	7,14	0,50	0,61
SL1344_0456	3,75	5,01	0,00	0,00
SL1344_0457	2,29	6,46	0,00	0,00
SL1344_0458	-0,57	6,06	0,09	0,15
SL1344_0459	-1,08	6,58	0,00	0,00
SL1344_0460	-0,24	5,22	0,56	0,66
SL1344_0461	-1,31	5,88	0,00	0,00
SL1344_0464	-0,44	5,41	0,49	0,60
SL1344_0465	0,72	7,02	0,02	0,04
SL1344_0467	-0,04	7,26	0,88	0,92
SL1344_0468	-0,85	9,33	0,00	0,00
SL1344_0469	-0,83	8,00	0,00	0,00
SL1344_0470	-2,19	6,72	0,00	0,00
SL1344_0471	-0,90	7,85	0,00	0,00
SL1344_0472	-0,16	6,24	0,67	0,75
SL1344_0474	0,18	5,79	0,59	0,69
SL1344_0476	-0,39	6,69	0,19	0,28
SL1344_0477	-0,62	8,35	0,00	0,01
SL1344_0478	-0,80	6,92	0,01	0,02
SL1344_0479	-0,24	7,01	0,39	0,51
SL1344_0480	-0,42	7,59	0,10	0,17
SL1344_0481	-1,00	7,73	0,00	0,00
SL1344_0482	0,32	5,93	0,40	0,52
SL1344_0484	-0,40	6,69	0,18	0,27
SL1344_0485	-1,37	8,04	0,00	0,00
SL1344_0486	-2,21	4,21	0,00	0,00
SL1344_0487	0,76	6,72	0,02	0,04
SL1344_0488	-0,80	6,28	0,02	0,04
SL1344_0489	-0,05	5,69	0,90	0,92
SL1344_0490	1,03	4,44	0,19	0,29
SL1344_0491	-2,61	6,57	0,00	0,00
SL1344_0492	-0,53	6,15	0,11	0,19
SL1344_0493	0,34	5,32	0,40	0,52
SL1344_0494	0,16	6,53	0,64	0,73
SL1344_0495	-1,60	4,03	0,04	0,09
SL1344_0496	-0,71	4,64	0,16	0,25
SL1344_0497	-0,49	6,03	0,12	0,20
SL1344_0498	-0,54	5,76	0,13	0,22
SL1344_0499	-1,18	5,27	0,01	0,02
SL1344_0500	1,10	6,75	0,00	0,00
SL1344_0501	0,22	7,61	0,37	0,49
SL1344_0502	-0,31	5,66	0,43	0,54
SL1344_0503	-1,15	5,23	0,01	0,02
SL1344_0504	-1,86	5,05	0,00	0,00
SL1344_0505	-2,01	4,75	0,00	0,00
SL1344_0506	-0,11	6,74	0,73	0,80
SL1344_0507	1,55	4,79	0,04	0,07
SL1344_0508	1,25	4,27	0,13	0,22
SL1344_0509	-0,19	6,26	0,52	0,63
SL1344_0510	0,38	4,19	0,58	0,68
SL1344_0511	1,25	3,44	0,26	0,37
SL1344_0512	1,19	3,55	0,24	0,34
SL1344_0513	0,80	3,99	0,39	0,51
SL1344_0515	4,40	3,97	0,01	0,03
SL1344_0516	1,27	4,68	0,05	0,10
SL1344_0518	1,04	3,56	0,32	0,43
SL1344_0519	-0,39	5,12	0,35	0,47
SL1344_0520	0,41	3,74	0,60	0,70
SL1344_0522	3,22	4,41	0,00	0,00
SL1344_0523	0,50	3,47	0,65	0,74
SL1344_0525	-0,46	4,16	0,45	0,56
SL1344_0526	-0,46	7,55	0,09	0,15
SL1344_0527	-0,70	5,73	0,06	0,11
SL1344_0528	-1,12	5,44	0,01	0,01
SL1344_0529	-0,46	7,73	0,06	0,11
SL1344_0530	-1,08	7,78	0,00	0,00
SL1344_0531	0,14	4,27	0,82	0,87
SL1344_0532	-0,88	3,74	0,25	0,35
SL1344_0533	0,21	3,68	0,80	0,86
SL1344_0535	-0,50	7,54	0,04	0,09
SL1344_0536	-2,29	3,98	0,00	0,01
SL1344_0539	-0,43	4,43	0,48	0,59
SL1344_0540	2,13	3,92	0,02	0,04
SL1344_0541	-1,10	3,74	0,15	0,24
SL1344_0545	1,92	3,25	0,13	0,22
SL1344_tRNA0006	0,10	6,03	0,89	0,92
SL1344_0547	-0,37	4,54	0,48	0,59
SL1344_0548	-2,05	3,44	0,02	0,05
SL1344_0550A	-0,02	3,99	0,97	0,98
SL1344_0552	0,38	4,76	0,48	0,59
SL1344_0555	-1,47	5,97	0,00	0,00
SL1344_0556	0,07	7,38	0,79	0,85
SL1344_0557	-0,88	6,03	0,01	0,03
SL1344_0558	3,03	7,97	0,00	0,00
SL1344_0559	1,85	6,49	0,00	0,00
SL1344_0566	0,71	5,36	0,09	0,15
SL1344_0567	0,25	4,38	0,68	0,77
SL1344_0568	0,12	6,07	0,75	0,82
SL1344_0569	1,28	5,52	0,01	0,04
SL1344_0571	1,68	5,19	0,00	0,00
SL1344_0572	0,62	4,59	0,27	0,38
SL1344_0573	0,08	8,06	0,78	0,84
SL1344_0574	-0,31	8,14	0,20	0,29
SL1344_0576	1,51	8,60	0,00	0,00
SL1344_0577	0,06	6,59	0,84	0,89
SL1344_0578	-1,89	5,59	0,00	0,00
SL1344_0579	-1,80	6,16	0,00	0,00
SL1344_0580	-1,79	7,20	0,00	0,00
SL1344_0581	-1,00	6,73	0,00	0,01
SL1344_0582	0,41	6,86	0,18	0,27
SL1344_0583	-0,02	6,97	0,94	0,95
SL1344_0584	0,58	6,62	0,05	0,09
SL1344_0585	2,25	5,72	0,00	0,00
SL1344_0586	3,17	4,72	0,00	0,00
SL1344_0587	3,00	4,84	0,00	0,00
SL1344_0588	2,23	9,80	0,00	0,00
SL1344_0590	1,18	6,88	0,00	0,00
SL1344_0591	0,15	5,73	0,69	0,77
SL1344_0592	1,14	4,89	0,04	0,09
SL1344_0593	0,28	4,99	0,60	0,70
SL1344_0594	-0,42	4,75	0,37	0,49
SL1344_0595	-0,96	6,00	0,01	0,02
SL1344_0596	-1,93	8,29	0,00	0,00
SL1344_0597	-0,44	6,33	0,17	0,27
SL1344_0598	-3,66	3,63	0,01	0,02
SL1344_0599	1,22	4,40	0,15	0,24
SL1344_0600	2,23	3,70	0,04	0,09
SL1344_0601	0,09	4,95	0,84	0,89
SL1344_0602	0,15	8,11	0,54	0,65
SL1344_0603	1,95	4,85	0,00	0,00
SL1344_0604	0,74	6,91	0,01	0,02
SL1344_0605	2,21	8,82	0,00	0,00
SL1344_0606	0,06	5,50	0,88	0,92
SL1344_0613	0,47	5,45	0,21	0,31
SL1344_0614	0,78	4,41	0,18	0,27
SL1344_0615	-0,37	4,29	0,53	0,64
SL1344_0616	1,87	7,58	0,00	0,00
SL1344_0618	-0,88	4,90	0,09	0,15
SL1344_0619	1,37	5,25	0,01	0,01
SL1344_0621	-1,20	7,24	0,00	0,00
SL1344_0622	0,38	5,09	0,38	0,50
SL1344_0623	-0,43	5,46	0,31	0,42
SL1344_0625	-1,51	8,12	0,00	0,00
SL1344_0626	-1,05	6,72	0,00	0,00
SL1344_0627	-0,88	6,04	0,01	0,03
SL1344_0628	-0,71	6,82	0,01	0,04
SL1344_0629	-0,81	6,65	0,01	0,01
SL1344_0630	-0,76	7,01	0,00	0,01
SL1344_0631	1,48	5,22	0,01	0,02
SL1344_0632	0,70	4,52	0,33	0,44
SL1344_0633	-0,66	5,02	0,11	0,18
SL1344_0634	-0,74	6,76	0,01	0,03
SL1344_0635	-0,52	7,33	0,05	0,10
SL1344_0636	-0,67	8,82	0,00	0,01
SL1344_0638	0,48	4,04	0,53	0,64
SL1344_0639	-1,39	6,03	0,00	0,00
SL1344_0640	-0,23	6,57	0,46	0,58
SL1344_0641	1,27	6,31	0,00	0,00
SL1344_0642	0,19	4,40	0,77	0,84
SL1344_0643	0,92	3,72	0,39	0,50
SL1344_0644	1,22	3,74	0,17	0,26
SL1344_0645	1,95	3,51	0,06	0,11
SL1344_0647	0,96	5,34	0,04	0,07
SL1344_0648	2,69	4,33	0,00	0,01
SL1344_0649	1,71	5,05	0,00	0,00
SL1344_0650	2,03	5,47	0,00	0,00
SL1344_0651	1,01	7,26	0,00	0,01
SL1344_0652	0,95	6,94	0,00	0,00
SL1344_0653	1,67	7,25	0,00	0,00
SL1344_0654	0,20	10,10	0,33	0,44
SL1344_0655	-0,63	7,09	0,02	0,05
SL1344_0656	0,30	7,64	0,23	0,34
SL1344_0657	-0,45	6,40	0,12	0,20
SL1344_0658	-0,15	7,68	0,53	0,64
SL1344_0659	0,97	8,14	0,00	0,00
SL1344_0660	0,45	6,21	0,16	0,25
SL1344_0661	-1,60	4,45	0,00	0,01
SL1344_tRNA0007	-0,34	7,55	0,63	0,72
SL1344_tRNA0008	-0,17	7,69	0,78	0,84
SL1344_tRNA0009	0,03	5,52	0,95	0,96
SL1344_tRNA0010	-0,88	6,56	0,02	0,05
SL1344_tRNA0011	-0,68	7,37	0,02	0,04
SL1344_tRNA0012	-0,22	11,29	0,85	0,90
SL1344_tRNA0013	-1,58	7,87	0,00	0,00
SL1344_0662	-0,10	6,81	0,74	0,81
SL1344_0663	-1,55	6,27	0,00	0,00
SL1344_0664	0,02	7,09	0,94	0,95
SL1344_0665	-0,04	7,45	0,88	0,92
SL1344_0666	1,61	6,60	0,00	0,00
SL1344_0667	0,88	7,06	0,01	0,02
SL1344_0668	-1,18	8,32	0,00	0,00
SL1344_0669	-1,15	4,92	0,02	0,04
SL1344_0671	-0,01	4,88	0,99	0,99
SL1344_0672	1,22	3,91	0,16	0,25
SL1344_0673	1,45	4,24	0,04	0,07
SL1344_0674	0,00	5,37	0,99	1,00
SL1344_0675	-1,09	8,50	0,00	0,00
SL1344_0676	-0,67	7,66	0,01	0,02
SL1344_0678	-1,01	5,44	0,01	0,02
SL1344_0679	-0,74	7,32	0,01	0,03
SL1344_0680	-0,74	8,13	0,00	0,00
SL1344_0681	0,77	3,88	0,42	0,54
SL1344_0682	2,32	4,24	0,01	0,02
SL1344_0683	0,31	4,09	0,72	0,80
SL1344_0684	0,57	6,35	0,12	0,20
SL1344_0685	0,79	7,13	0,15	0,24
SL1344_0686	1,65	5,13	0,01	0,01
SL1344_0687	3,49	6,25	0,00	0,00
SL1344_0688	6,96	7,67	0,00	0,00
SL1344_0690	0,88	5,40	0,05	0,10
SL1344_0691	-2,52	6,37	0,00	0,00
SL1344_0692	-0,81	7,18	0,00	0,01
SL1344_0693	-0,34	5,60	0,42	0,54
SL1344_0694	0,02	6,26	0,94	0,96
SL1344_0695	0,12	5,74	0,73	0,81
SL1344_0697	-0,83	5,06	0,06	0,11
SL1344_0698	1,14	3,26	0,39	0,50
SL1344_0699	1,05	3,46	0,24	0,34
SL1344_0700	0,20	3,47	0,84	0,89
SL1344_0703	4,19	3,60	0,02	0,05
SL1344_0706	-0,75	3,88	0,37	0,48
SL1344_0708	0,60	4,18	0,45	0,56
SL1344_0710	-0,42	5,79	0,23	0,34
SL1344_0711	0,78	4,16	0,25	0,36
SL1344_0712	-0,80	8,44	0,00	0,00
SL1344_0714	3,04	7,48	0,00	0,00
SL1344_0715	2,67	7,06	0,00	0,00
SL1344_0716	2,22	8,29	0,00	0,00
SL1344_0717	1,67	8,04	0,00	0,00
SL1344_0718	-0,14	9,98	0,50	0,61
