locus tag	logFC	logCPM	PValue	FDR
SL1344_2045	-1,45	7,14	0,00	0,01
SL1344_2046	-1,05	6,33	0,15	0,30
SL1344_2047	-0,02	7,59	0,95	0,98
SL1344_2048	-0,24	7,82	0,68	0,80
SL1344_2049	0,53	7,98	0,24	0,41
SL1344_2050	0,93	7,61	0,04	0,10
SL1344_2051	0,97	8,52	0,01	0,05
SL1344_2052	0,95	7,73	0,03	0,10
SL1344_2053	0,56	7,30	0,28	0,45
SL1344_2054	-0,30	7,88	0,54	0,70
SL1344_2055	0,69	7,67	0,12	0,25
SL1344_2056	-0,49	8,74	0,04	0,12
SL1344_2057	2,58	7,77	0,00	0,00
SL1344_2058	-0,74	7,80	0,03	0,08
SL1344_2059	-1,13	7,75	0,00	0,01
SL1344_2060	-1,14	7,45	0,00	0,01
SL1344_2061	-0,96	7,48	0,00	0,02
SL1344_2062	-1,22	6,70	0,01	0,03
SL1344_2063	-0,86	7,09	0,02	0,06
SL1344_2064	-1,05	6,99	0,01	0,03
SL1344_2065	-0,70	7,06	0,08	0,18
SL1344_2066	-0,49	6,88	0,25	0,42
SL1344_2067	-0,60	8,71	0,02	0,05
SL1344_2068	-0,96	7,87	0,00	0,02
SL1344_2069	-0,70	7,82	0,03	0,09
SL1344_2070	-0,54	7,67	0,13	0,26
SL1344_2071	-0,43	6,72	0,36	0,53
SL1344_2072	-0,73	6,28	0,15	0,29
SL1344_2073	-1,16	6,94	0,02	0,07
SL1344_2074	-1,69	7,70	0,00	0,00
SL1344_2075	-0,68	8,56	0,01	0,03
SL1344_2076	0,92	4,06	0,64	0,77
SL1344_2077	-3,72	3,40	0,39	0,57
SL1344_2078	0,35	3,84	0,85	0,91
SL1344_2079	-3,28	4,31	0,45	0,62
SL1344_2080	-1,98	4,08	0,66	0,79
SL1344_2081	6,93	3,88	0,00	0,01
SL1344_2082	-3,87	3,98	0,36	0,53
SL1344_2083	-3,26	3,89	0,46	0,63
SL1344_2085	-3,66	3,87	0,40	0,57
SL1344_2086	-3,67	4,30	0,39	0,56
SL1344_2088	1,58	4,02	0,29	0,46
SL1344_2089	-4,92	4,39	0,17	0,32
SL1344_2090	1,71	3,75	0,40	0,57
SL1344_2092	-3,73	3,64	0,39	0,56
SL1344_2093	-0,30	4,49	0,86	0,92
SL1344_2095	-4,03	3,51	0,37	0,54
SL1344_2096	-1,22	6,30	0,02	0,06
SL1344_2097	-0,76	8,25	0,01	0,03
SL1344_2098	-0,44	6,62	0,31	0,48
SL1344_2099	-1,90	5,82	0,01	0,04
SL1344_2100	-0,91	6,44	0,10	0,21
SL1344_2101	0,23	4,08	0,86	0,92
SL1344_2102	-0,50	5,82	0,60	0,74
SL1344_2103	-0,68	4,73	0,58	0,73
SL1344_2104	-0,12	4,95	0,89	0,94
SL1344_2105	-1,11	4,99	0,22	0,38
SL1344_2106	-1,15	5,75	0,06	0,15
SL1344_2107	0,19	6,17	0,69	0,81
SL1344_2108	0,17	5,61	0,74	0,84
SL1344_2111	-2,32	5,11	0,07	0,16
SL1344_2112	-7,34	5,93	0,00	0,01
SL1344_2113	3,73	5,05	0,00	0,00
SL1344_2114	5,15	7,80	0,00	0,00
SL1344_2115	4,35	7,38	0,00	0,00
SL1344_2117	0,78	5,68	0,30	0,47
SL1344_2118	1,68	7,05	0,00	0,01
SL1344_2119	-0,76	4,06	0,61	0,75
SL1344_2120	1,44	6,17	0,03	0,09
SL1344_2121	0,74	4,60	0,60	0,74
SL1344_2122	-0,87	6,19	0,16	0,31
SL1344_2123	-0,46	5,75	0,68	0,81
SL1344_2124	-1,05	5,95	0,34	0,51
SL1344_2125	0,31	4,51	0,71	0,83
SL1344_2126	-4,93	5,47	0,31	0,48
SL1344_2127	-0,38	5,54	0,81	0,89
SL1344_2128	-2,85	3,21	0,56	0,71
SL1344_2131	-0,84	7,53	0,03	0,08
SL1344_2132	-1,08	7,93	0,00	0,01
SL1344_2133	-0,31	4,01	0,85	0,92
SL1344_2134	1,93	3,54	0,18	0,34
SL1344_2135	-1,95	6,07	0,00	0,01
SL1344_2136	1,51	5,37	0,04	0,10
SL1344_2137	2,42	6,48	0,00	0,00
SL1344_2138	1,75	6,01	0,02	0,07
SL1344_2139	-1,22	5,54	0,08	0,18
SL1344_2140	0,20	4,47	0,83	0,90
SL1344_2141	-0,08	5,59	0,90	0,94
SL1344_2142	0,25	6,14	0,62	0,76
SL1344_2143	-1,64	5,73	0,01	0,04
SL1344_2144	-0,03	6,70	0,95	0,98
SL1344_2145	-0,59	6,71	0,14	0,28
SL1344_2146	0,42	6,30	0,35	0,52
SL1344_2147	7,68	6,01	0,00	0,00
SL1344_2148	-0,23	4,59	0,85	0,91
SL1344_2149	-0,80	4,49	0,62	0,75
SL1344_2150	-4,95	4,42	0,17	0,32
SL1344_2151	-0,93	5,69	0,18	0,34
SL1344_2152	1,07	4,80	0,17	0,32
SL1344_2153	-0,19	3,98	0,91	0,95
SL1344_2154	-0,34	3,63	0,84	0,91
SL1344_2155	3,39	3,77	0,00	0,02
SL1344_2156	2,77	3,61	0,07	0,17
SL1344_2157	0,95	5,44	0,24	0,40
SL1344_2158	-0,66	5,80	0,28	0,45
SL1344_2159	0,39	4,96	0,64	0,78
SL1344_2160	1,67	5,64	0,02	0,07
SL1344_2161	-1,52	6,51	0,00	0,02
SL1344_2163	1,46	3,80	0,32	0,50
SL1344_2164	-0,52	4,79	0,66	0,78
SL1344_2165	0,32	6,11	0,57	0,71
SL1344_2166	2,99	6,80	0,00	0,00
SL1344_2167	3,08	7,76	0,00	0,00
SL1344_2168	-1,61	5,22	0,24	0,40
SL1344_2169	-2,50	6,13	0,00	0,00
SL1344_2170	-1,44	5,79	0,02	0,07
SL1344_2171	2,15	7,94	0,00	0,00
SL1344_2172	0,23	5,50	0,77	0,86
SL1344_2173	0,83	5,45	0,27	0,44
SL1344_2175	-0,49	4,03	0,76	0,86
SL1344_2176	-2,29	8,16	0,00	0,00
SL1344_2177	-0,57	7,49	0,11	0,22
SL1344_2178	-0,30	6,02	0,59	0,73
SL1344_2179	-6,83	4,40	0,02	0,06
SL1344_2180	-1,23	5,32	0,10	0,22
SL1344_2181	0,65	7,24	0,07	0,17
SL1344_2182	1,15	7,08	0,00	0,02
SL1344_2183	1,01	8,31	0,00	0,01
SL1344_2184	-1,82	4,77	0,11	0,23
SL1344_2185	-1,44	4,16	0,31	0,48
SL1344_2188	-1,80	5,85	0,02	0,05
SL1344_2189	0,55	6,07	0,25	0,42
SL1344_2190	1,20	6,22	0,02	0,05
SL1344_2191	-0,81	9,53	0,00	0,01
SL1344_2192	-0,62	6,26	0,19	0,34
SL1344_2193	-0,33	5,93	0,46	0,63
SL1344_2194	0,60	6,52	0,18	0,33
SL1344_2195	0,98	5,79	0,04	0,12
SL1344_2196	0,09	6,32	0,86	0,92
SL1344_2197	4,67	8,26	0,00	0,00
SL1344_2198	-1,73	5,11	0,04	0,10
SL1344_2199	-0,89	5,08	0,21	0,37
SL1344_2200	-0,75	6,20	0,19	0,35
SL1344_2202	1,09	7,23	0,01	0,04
SL1344_2203	0,60	7,25	0,13	0,26
SL1344_2205	-1,29	7,43	0,00	0,00
SL1344_tRNA0036	-1,43	10,20	0,24	0,40
SL1344_2206	2,52	3,50	0,26	0,43
SL1344_2208	-0,36	7,23	0,29	0,46
SL1344_2209	1,72	4,98	0,40	0,57
SL1344_2210	4,91	6,14	0,00	0,00
SL1344_2211	3,53	6,36	0,00	0,00
SL1344_2212	3,48	5,23	0,04	0,11
SL1344_2213	6,55	5,70	0,00	0,00
SL1344_2214	0,70	5,67	0,13	0,26
SL1344_2215	4,12	6,48	0,00	0,00
SL1344_2216	4,32	7,00	0,00	0,00
SL1344_2217	4,13	10,32	0,00	0,00
SL1344_2219	3,77	6,56	0,00	0,00
SL1344_2221	8,90	8,22	0,00	0,00
SL1344_2222	-0,06	6,80	0,90	0,94
SL1344_2223	-5,72	3,59	0,09	0,19
SL1344_2225	0,62	5,33	0,54	0,70
SL1344_2226	2,36	4,33	0,03	0,08
SL1344_2227	1,45	5,68	0,04	0,12
SL1344_2228	1,40	3,92	0,28	0,44
SL1344_2229	-1,15	6,03	0,19	0,35
SL1344_2231	0,07	3,79	0,97	0,99
SL1344_2232	-5,94	6,06	0,06	0,15
SL1344_2233	-0,01	6,98	0,98	0,99
SL1344_2234	0,77	4,32	0,48	0,65
SL1344_2235	0,87	4,81	0,34	0,51
SL1344_2236	-5,44	4,34	0,12	0,25
SL1344_2237	-0,51	10,91	0,04	0,11
SL1344_2238	-0,96	7,72	0,01	0,04
SL1344_2239	0,20	7,54	0,52	0,68
SL1344_2240	-0,89	7,93	0,01	0,02
SL1344_2241	-1,32	10,08	0,00	0,00
SL1344_2242	-2,06	5,11	0,10	0,21
SL1344_2243	0,99	3,79	0,48	0,65
SL1344_2244	-6,85	4,43	0,01	0,04
SL1344_2245	-1,25	7,46	0,00	0,01
SL1344_2246	-1,24	9,65	0,00	0,00
SL1344_2247	-1,07	8,11	0,00	0,00
SL1344_2249	-1,11	5,67	0,11	0,24
SL1344_2250	3,73	4,44	0,00	0,00
SL1344_2251	-1,89	8,06	0,00	0,00
SL1344_2252	-2,48	7,74	0,00	0,00
SL1344_2253	0,19	6,75	0,70	0,82
SL1344_2254	-0,56	5,81	0,41	0,57
SL1344_2255	1,65	6,20	0,01	0,05
SL1344_2256	6,82	9,72	0,00	0,00
SL1344_2258	0,18	4,03	0,87	0,92
SL1344_2259	0,98	4,18	0,36	0,53
SL1344_2260	-0,27	4,95	0,76	0,86
SL1344_2262	-1,13	6,53	0,03	0,09
SL1344_2263	-0,73	5,30	0,34	0,51
SL1344_2264	-0,48	5,78	0,36	0,54
SL1344_2265	0,25	6,66	0,53	0,69
SL1344_2266	0,36	7,97	0,20	0,36
SL1344_2267	0,34	7,24	0,32	0,49
SL1344_2268	0,17	8,55	0,51	0,67
SL1344_2269	-0,57	6,81	0,17	0,32
SL1344_2270	-0,52	7,53	0,10	0,22
SL1344_2272	-1,02	4,72	0,23	0,39
SL1344_2274	1,05	6,37	0,03	0,08
SL1344_2275	-0,05	5,91	0,94	0,97
SL1344_2276	-0,52	6,12	0,37	0,54
SL1344_2277	-0,97	5,52	0,14	0,28
SL1344_2278	0,26	6,24	0,60	0,74
SL1344_2279	-0,24	6,40	0,68	0,80
SL1344_2280	-0,05	7,94	0,86	0,92
SL1344_2281	0,05	4,72	0,96	0,98
SL1344_2282	-0,20	5,26	0,76	0,86
SL1344_2283	-3,83	6,92	0,00	0,00
SL1344_2284	-0,56	4,93	0,62	0,76
SL1344_2285	0,09	8,36	0,71	0,82
SL1344_2286	0,12	8,35	0,63	0,76
SL1344_2287	0,89	9,56	0,00	0,00
SL1344_2288	0,53	6,22	0,23	0,39
SL1344_2289	-0,07	7,09	0,86	0,92
SL1344_2290	0,55	7,72	0,08	0,17
SL1344_2291	0,62	7,74	0,04	0,11
SL1344_2292	0,43	9,68	0,06	0,15
SL1344_2293	0,60	8,45	0,02	0,07
SL1344_2294	-0,08	6,95	0,84	0,91
SL1344_2295	0,46	8,91	0,06	0,16
SL1344_2296	0,72	7,80	0,03	0,10
SL1344_2297	0,31	7,77	0,31	0,48
SL1344_2299	2,22	9,09	0,00	0,00
SL1344_2300	-1,68	7,39	0,00	0,00
SL1344_2301	0,24	4,78	0,71	0,82
SL1344_2302	-1,15	6,69	0,01	0,03
SL1344_2303	0,40	7,48	0,24	0,41
SL1344_2304	-0,74	6,95	0,10	0,21
SL1344_2305	-0,69	6,31	0,27	0,44
SL1344_2306	-1,44	8,53	0,00	0,00
SL1344_2307	-1,63	8,20	0,00	0,00
SL1344_2308	-5,74	3,82	0,08	0,19
SL1344_2309	5,30	9,42	0,00	0,00
SL1344_2310	4,86	8,54	0,00	0,00
SL1344_2311	6,05	9,17	0,00	0,00
SL1344_2313	6,41	7,64	0,00	0,00
SL1344_2314	0,43	5,64	0,50	0,66
SL1344_2315	1,21	6,88	0,00	0,01
SL1344_2316	0,78	6,89	0,05	0,14
SL1344_2317	1,54	6,62	0,00	0,00
SL1344_2318	0,64	3,64	0,63	0,77
SL1344_2319	-0,10	5,70	0,87	0,92
SL1344_2320	-0,24	6,32	0,64	0,77
SL1344_2321	-1,08	6,30	0,05	0,13
SL1344_2322	0,19	6,17	0,68	0,80
SL1344_2323	0,23	8,03	0,37	0,54
SL1344_2324	1,75	6,37	0,00	0,01
SL1344_2325	-0,78	6,11	0,20	0,35
SL1344_2326	-1,83	7,14	0,00	0,00
SL1344_2327	0,61	5,42	0,42	0,59
SL1344_2328	-1,12	4,89	0,47	0,63
SL1344_2329	-1,07	4,93	0,46	0,63
SL1344_2330	1,17	5,62	0,12	0,25
SL1344_2331	-0,24	8,61	0,40	0,57
SL1344_2332	-0,03	8,87	0,90	0,94
SL1344_2333	-0,12	7,72	0,70	0,82
SL1344_2334	-0,16	7,65	0,61	0,75
SL1344_2335	-0,27	8,26	0,31	0,48
SL1344_2336	-0,15	7,09	0,72	0,83
SL1344_2337	-0,13	6,80	0,80	0,88
SL1344_2338	-0,49	7,52	0,24	0,40
SL1344_2339	-1,82	7,62	0,00	0,00
SL1344_2340	-7,79	5,11	0,00	0,01
SL1344_2341	-2,11	6,53	0,02	0,07
SL1344_2346	-1,15	5,33	0,16	0,31
SL1344_2347	-1,48	9,28	0,00	0,00
SL1344_2348	-2,76	5,91	0,00	0,00
SL1344_2350	0,20	6,01	0,73	0,84
SL1344_2351	-1,74	5,39	0,04	0,11
SL1344_2352	-0,45	5,92	0,55	0,70
SL1344_2353	-0,71	7,14	0,13	0,27
SL1344_2354	-0,81	6,98	0,11	0,22
SL1344_2355	0,14	5,03	0,87	0,92
SL1344_2356	1,85	9,04	0,00	0,00
SL1344_2357	3,39	8,02	0,00	0,00
SL1344_2358	2,60	4,93	0,01	0,03
SL1344_2360	0,51	7,54	0,09	0,20
SL1344_2361	-0,33	7,53	0,31	0,48
SL1344_2362	0,58	4,74	0,53	0,69
SL1344_tRNA0037	1,21	11,20	0,11	0,23
SL1344_2363	5,35	8,53	0,00	0,00
SL1344_2364	2,04	5,49	0,01	0,04
SL1344_2365	0,71	5,68	0,32	0,49
SL1344_2366	-0,18	3,84	0,91	0,95
SL1344_2367	0,48	4,59	0,65	0,78
SL1344_2369	-0,93	8,41	0,04	0,11
SL1344_2370	-1,66	7,95	0,00	0,00
SL1344_2371	1,85	6,09	0,00	0,00
SL1344_2372	0,67	4,71	0,45	0,62
SL1344_2373	0,48	4,63	0,66	0,79
SL1344_2374	0,69	5,46	0,44	0,61
SL1344_2375	-0,95	5,75	0,20	0,36
SL1344_2376	-1,08	6,79	0,08	0,18
SL1344_2377	1,12	6,12	0,04	0,11
SL1344_2378	-1,80	6,11	0,00	0,01
SL1344_tRNA0038	-2,80	7,25	0,00	0,02
SL1344_tRNA0039	-1,82	9,21	0,06	0,14
SL1344_2379	0,35	4,33	0,72	0,83
SL1344_2380	1,61	4,54	0,08	0,18
SL1344_2381	-0,38	7,79	0,19	0,34
SL1344_tRNA0040	-2,66	8,68	0,00	0,00
SL1344_tRNA0041	-2,70	8,97	0,00	0,00
SL1344_tRNA0042	-1,99	7,17	0,00	0,01
SL1344_tRNA0043	-2,35	5,30	0,02	0,06
SL1344_2382	0,10	3,94	0,96	0,98
SL1344_2384	-0,72	4,73	0,64	0,78
SL1344_2386	-0,64	3,36	0,70	0,82
SL1344_2387	-1,00	4,43	0,50	0,66
SL1344_2388	-1,29	5,19	0,10	0,22
SL1344_2390	-0,25	7,45	0,49	0,65
SL1344_2391	-1,08	8,45	0,00	0,00
SL1344_2392	-0,03	5,12	0,96	0,98
SL1344_2393	0,30	7,95	0,41	0,58
SL1344_2395	1,34	10,78	0,00	0,00
SL1344_2396	0,55	9,79	0,02	0,06
SL1344_2398	-1,48	5,11	0,31	0,48
SL1344_2399	-1,28	4,25	0,41	0,57
SL1344_2401	-3,29	4,06	0,45	0,62
SL1344_2402	0,21	5,03	0,84	0,91
SL1344_2403	-1,82	5,99	0,00	0,02
SL1344_2404	-0,41	6,60	0,54	0,70
SL1344_2405	1,60	6,39	0,02	0,05
SL1344_2406	3,79	5,73	0,00	0,00
SL1344_2407	3,93	5,90	0,00	0,00
SL1344_2408	0,34	7,34	0,28	0,45
SL1344_2409	-0,40	7,02	0,37	0,54
SL1344_2410	0,99	6,49	0,05	0,13
SL1344_2411	-3,20	5,65	0,01	0,02
SL1344_2412	-1,01	6,07	0,10	0,22
SL1344_2413	-0,32	6,88	0,41	0,58
SL1344_2414	0,39	5,04	0,50	0,66
SL1344_2415	0,52	3,97	0,71	0,82
SL1344_2416	0,72	4,61	0,30	0,47
SL1344_2417	0,32	4,51	0,77	0,86
SL1344_2418	1,84	3,75	0,23	0,39
SL1344_2419	2,21	4,27	0,17	0,32
SL1344_2420	-3,39	3,84	0,46	0,63
SL1344_2421	1,71	4,56	0,08	0,19
SL1344_2422	1,72	4,31	0,20	0,36
SL1344_2423	2,05	4,67	0,03	0,08
SL1344_2424	-1,82	3,75	0,67	0,80
SL1344_2425	2,15	4,04	0,12	0,24
SL1344_2426	4,41	3,90	0,01	0,02
SL1344_2431	3,48	3,23	0,07	0,16
SL1344_2435	0,00	8,04	1,00	1,00
SL1344_2436	0,95	5,69	0,14	0,27
SL1344_2437	0,75	7,08	0,07	0,16
SL1344_2439	-1,85	5,68	0,07	0,16
SL1344_2440	-0,74	6,10	0,14	0,28
SL1344_2441	-0,67	5,16	0,36	0,54
SL1344_2442	-0,84	4,64	0,57	0,72
SL1344_2443	-5,78	4,43	0,07	0,16
SL1344_2444	-0,21	6,01	0,72	0,83
SL1344_2445	-0,49	4,92	0,57	0,71
SL1344_2446	0,63	6,55	0,17	0,32
SL1344_2448	-1,07	6,53	0,09	0,20
SL1344_2449	0,04	6,67	0,92	0,96
SL1344_2450	0,11	8,16	0,73	0,84
SL1344_2451	-1,13	9,48	0,00	0,00
SL1344_2452	-0,99	8,96	0,00	0,00
SL1344_2453	-0,55	6,71	0,19	0,34
SL1344_2454	-1,02	6,97	0,03	0,08
SL1344_2456	-0,69	6,08	0,22	0,38
SL1344_2457	0,60	6,18	0,13	0,27
SL1344_2458	-0,41	5,46	0,50	0,66
SL1344_2459	-1,16	7,23	0,00	0,01
SL1344_2460	-1,87	4,99	0,07	0,17
SL1344_2461	-1,03	7,54	0,01	0,04
SL1344_2462	-0,30	8,49	0,25	0,42
SL1344_2463	0,16	7,70	0,60	0,74
SL1344_2464	-1,50	7,62	0,00	0,00
SL1344_2465	-1,05	6,89	0,01	0,05
SL1344_2466	1,18	5,21	0,18	0,34
SL1344_2469	0,64	5,32	0,50	0,66
SL1344_2470	-1,50	3,64	0,31	0,48
SL1344_2471	-1,21	8,86	0,00	0,00
SL1344_2472	-1,28	8,23	0,00	0,00
SL1344_2473	-1,12	6,55	0,01	0,04
SL1344_2474	0,07	6,48	0,90	0,94
SL1344_2475	-0,55	7,03	0,27	0,44
SL1344_2477	-0,99	6,88	0,09	0,20
SL1344_2478	0,83	4,36	0,66	0,78
SL1344_2479	0,30	4,78	0,86	0,92
SL1344_2481	0,28	8,40	0,33	0,50
SL1344_2482	0,14	9,36	0,55	0,70
SL1344_2483	-0,31	8,29	0,31	0,48
SL1344_2484	0,01	9,13	0,97	0,99
SL1344_2485	-0,30	8,23	0,27	0,43
SL1344_2486	-0,32	8,15	0,22	0,39
SL1344_2487	-0,88	7,29	0,03	0,09
SL1344_2488	-0,05	6,87	0,89	0,94
SL1344_2489	-4,91	3,60	0,19	0,34
SL1344_2490	-4,75	3,72	0,23	0,39
SL1344_2492	-5,23	4,88	0,14	0,27
SL1344_2493	-0,29	6,28	0,64	0,77
SL1344_2494	-0,80	8,06	0,01	0,04
SL1344_2495	0,97	6,35	0,03	0,09
SL1344_2496	0,39	4,36	0,76	0,86
SL1344_2497	-0,17	6,27	0,75	0,85
SL1344_2498	0,35	7,92	0,21	0,37
SL1344_2500	0,05	7,85	0,87	0,93
SL1344_2501	-0,57	8,98	0,03	0,09
SL1344_2502	-0,60	7,72	0,08	0,18
SL1344_2503	0,26	9,07	0,29	0,46
SL1344_2504	0,21	8,79	0,41	0,57
SL1344_2505	0,31	10,53	0,15	0,30
SL1344_2506	0,97	9,65	0,00	0,00
SL1344_2507	-1,51	8,12	0,00	0,00
SL1344_2508	-1,36	9,06	0,00	0,00
SL1344_2509	-1,56	4,43	0,29	0,46
SL1344_2511	-4,61	3,66	0,25	0,41
SL1344_2512	0,57	4,48	0,66	0,79
SL1344_2513	-0,64	5,43	0,48	0,64
SL1344_2514	0,56	4,89	0,51	0,67
SL1344_2515	3,66	5,20	0,00	0,00
SL1344_2516	-0,23	6,55	0,63	0,77
SL1344_2517	-0,59	9,04	0,02	0,06
SL1344_2518	1,45	4,94	0,09	0,20
SL1344_2519	-1,00	7,93	0,01	0,03
SL1344_2520	-0,31	6,00	0,80	0,88
SL1344_2521	1,66	7,01	0,00	0,00
SL1344_2522	0,06	4,62	0,96	0,98
SL1344_2523	-1,20	6,63	0,01	0,05
SL1344_2524	-0,24	7,07	0,55	0,70
SL1344_2525	-1,61	5,94	0,01	0,03
SL1344_2526	-0,76	6,63	0,11	0,24
SL1344_2527	-0,96	8,77	0,00	0,01
SL1344_2529	-2,51	6,51	0,00	0,01
SL1344_2530	0,37	6,67	0,43	0,60
SL1344_2531	0,95	6,88	0,02	0,06
SL1344_2532	1,82	6,23	0,00	0,00
SL1344_2533	1,58	5,10	0,07	0,16
SL1344_2534	-0,14	4,62	0,87	0,92
SL1344_2535	0,63	5,65	0,40	0,57
SL1344_2536	0,54	4,74	0,77	0,86
SL1344_2537	0,94	3,13	0,64	0,77
SL1344_2539	-0,98	5,62	0,17	0,31
SL1344_2540	-0,28	6,45	0,57	0,72
SL1344_2541	-0,86	6,98	0,04	0,12
SL1344_2542	-1,05	7,97	0,00	0,02
SL1344_2543	-1,14	7,30	0,01	0,04
SL1344_2544	0,38	8,33	0,13	0,26
SL1344_2545	-0,36	8,87	0,14	0,28
SL1344_2546	2,97	6,91	0,00	0,00
SL1344_2547	5,98	8,74	0,00	0,00
SL1344_2552	1,45	3,79	0,23	0,39
SL1344_2553	2,15	4,79	0,00	0,02
SL1344_2554	1,69	3,31	0,19	0,34
SL1344_2555	1,65	4,03	0,05	0,13
SL1344_2556	1,87	4,66	0,05	0,13
SL1344_2557	0,99	3,96	0,52	0,68
SL1344_2558	1,35	5,58	0,07	0,16
SL1344_2561	1,52	4,65	0,17	0,31
SL1344_2562	0,59	3,77	0,61	0,75
SL1344_2563	-2,00	7,67	0,00	0,00
SL1344_2564	2,29	3,78	0,17	0,32
SL1344_2565	-4,31	3,47	0,28	0,45
SL1344_2566	1,53	3,47	0,25	0,42
SL1344_2567	2,47	4,34	0,00	0,00
SL1344_2568	3,83	2,86	0,01	0,02
SL1344_2569	3,25	4,30	0,00	0,00
SL1344_2570	1,53	4,95	0,03	0,09
SL1344_2572	1,81	4,82	0,01	0,05
SL1344_2574	2,15	4,84	0,01	0,03
SL1344_2575	1,13	3,33	0,35	0,53
SL1344_2576	2,55	3,27	0,05	0,13
SL1344_2577	0,53	4,63	0,37	0,54
SL1344_tRNA0044	1,25	5,62	0,12	0,24
SL1344_2578	-1,46	5,08	0,28	0,45
SL1344_2579	1,74	4,60	0,41	0,58
SL1344_2581	-2,80	4,17	0,55	0,70
SL1344_2582	-1,30	7,32	0,13	0,26
SL1344_2587	-0,55	3,90	0,74	0,84
SL1344_2589	2,74	3,32	0,04	0,11
SL1344_2590	3,08	3,32	0,01	0,02
SL1344_2591	3,03	4,50	0,00	0,00
SL1344_2593	-1,29	7,34	0,00	0,00
SL1344_2594	-1,05	8,71	0,00	0,00
SL1344_2597	2,09	4,40	0,00	0,01
SL1344_2600	-2,32	6,51	0,08	0,17
SL1344_2601	0,83	6,68	0,13	0,26
SL1344_2602	0,77	8,53	0,01	0,02
SL1344_2603	1,11	9,74	0,00	0,00
SL1344_2604	2,05	9,83	0,00	0,00
SL1344_2605	-0,87	5,62	0,21	0,36
SL1344_2606	-2,80	6,40	0,00	0,00
SL1344_2607	-1,89	7,26	0,00	0,00
SL1344_2608	-1,22	5,75	0,09	0,20
SL1344_2609	1,07	3,50	0,40	0,57
SL1344_2610	-2,01	7,82	0,08	0,18
SL1344_2611	-1,05	6,47	0,03	0,09
SL1344_2612	-1,05	6,26	0,07	0,16
SL1344_2613	-0,75	6,54	0,15	0,29
SL1344_2614	-1,43	4,94	0,16	0,30
SL1344_2615	0,86	7,34	0,02	0,06
SL1344_2616	-0,46	8,21	0,10	0,22
SL1344_2617	-5,94	4,07	0,08	0,19
SL1344_2618	-6,36	5,04	0,02	0,08
SL1344_2619	4,81	4,04	0,00	0,01
SL1344_rRNA0004	6,50	3,51	0,00	0,01
SL1344_rRNA0005	1,08	10,12	0,10	0,21
SL1344_tRNA0045	-6,24	4,98	0,05	0,12
SL1344_rRNA0006	1,86	8,03	0,13	0,26
SL1344_2620	-0,01	11,73	0,99	1,00
SL1344_2621	2,33	9,33	0,00	0,00
SL1344_2622	2,99	9,92	0,00	0,00
SL1344_2623	-0,73	8,45	0,01	0,03
SL1344_2624	0,74	10,63	0,00	0,01
SL1344_2625	-0,29	7,54	0,42	0,58
SL1344_2626	-0,30	5,30	0,73	0,84
SL1344_2627	-0,14	7,56	0,68	0,80
SL1344_2628	-0,08	7,77	0,82	0,90
SL1344_2629	-1,22	5,96	0,04	0,11
SL1344_2630	-0,51	5,95	0,49	0,65
SL1344_2631	0,20	7,64	0,51	0,67
SL1344_2632	-0,37	6,78	0,41	0,58
SL1344_2633	-0,35	7,40	0,31	0,48
SL1344_2641	3,30	4,47	0,00	0,00
SL1344_2642	4,04	4,68	0,00	0,00
SL1344_2643	1,43	5,75	0,02	0,07
SL1344_2644	1,24	5,35	0,06	0,15
SL1344_2646	-0,77	9,77	0,00	0,01
SL1344_2647	-0,90	10,46	0,00	0,01
SL1344_2648	-0,52	10,14	0,05	0,12
SL1344_2650	-0,74	8,88	0,00	0,02
SL1344_2651	-0,22	6,68	0,56	0,71
SL1344_2652	-0,63	7,02	0,10	0,22
SL1344_2653	-0,74	5,32	0,25	0,42
SL1344_2654	0,32	7,87	0,27	0,44
SL1344_2655	-0,79	5,77	0,22	0,39
SL1344_2656	-0,38	8,44	0,37	0,54
SL1344_2657	-0,72	7,80	0,03	0,10
SL1344_2659	-1,64	7,11	0,00	0,00
SL1344_2660	-1,14	7,80	0,00	0,00
SL1344_2661	0,38	6,90	0,46	0,63
SL1344_2662	0,07	3,38	0,97	0,99
SL1344_2663	-0,98	4,78	0,63	0,77
SL1344_2664	-1,14	3,55	0,46	0,63
SL1344_2666	-4,27	3,94	0,28	0,45
SL1344_2668	1,42	4,71	0,22	0,38
SL1344_2670	2,04	3,60	0,12	0,25
SL1344_2671	-0,30	3,92	0,85	0,92
SL1344_2672	0,35	4,43	0,85	0,91
SL1344_2674	1,25	8,50	0,09	0,19
SL1344_2676	-5,24	4,45	0,13	0,26
SL1344_2678	1,75	3,84	0,39	0,56
SL1344_2682	-3,36	3,71	0,46	0,62
SL1344_2684	-2,87	3,35	0,54	0,69
SL1344_2691	-1,99	4,21	0,67	0,79
SL1344_2692	0,04	4,04	1,00	1,00
SL1344_2695	0,08	7,36	0,87	0,92
SL1344_2696	1,08	7,45	0,02	0,05
SL1344_2697	0,14	7,38	0,71	0,82
SL1344_2698	-0,38	7,83	0,33	0,50
SL1344_2701	-0,54	4,44	0,73	0,84
SL1344_2702	2,79	3,36	0,13	0,26
SL1344_2708	-2,25	4,83	0,07	0,16
SL1344_2709	-0,80	4,69	0,38	0,56
SL1344_2710	1,22	4,48	0,18	0,33
SL1344_2712	-5,79	5,52	0,05	0,14
