locus tag	logFC	logCPM	PValue	FDR
SL1344_0063	1,22	3,49	0,56	0,71
SL1344_0064	-5,04	3,81	0,18	0,33
SL1344_0065	1,38	7,01	0,00	0,00
SL1344_0067	-0,83	6,99	0,03	0,10
SL1344_0068	1,34	8,29	0,03	0,08
SL1344_0069	-5,76	4,41	0,06	0,15
SL1344_0071	4,15	3,42	0,00	0,00
SL1344_0072	-0,07	4,17	0,96	0,98
SL1344_0073	1,55	4,36	0,12	0,24
SL1344_0074	1,07	5,23	0,22	0,38
SL1344_0076	-0,25	3,35	0,89	0,94
SL1344_0080	-1,95	5,29	0,17	0,32
SL1344_0082	5,28	8,40	0,00	0,00
SL1344_0083A	4,58	7,11	0,00	0,00
SL1344_0084	1,45	6,60	0,07	0,16
SL1344_0086	0,21	3,80	0,84	0,91
SL1344_0087	-0,70	5,21	0,40	0,57
SL1344_0088	-2,21	7,43	0,00	0,01
SL1344_0089	-0,11	6,97	0,78	0,87
SL1344_0090	-0,09	6,35	0,85	0,91
SL1344_0091	-0,09	7,56	0,78	0,87
SL1344_0092	-0,71	7,73	0,04	0,10
SL1344_0093	0,07	8,95	0,77	0,86
SL1344_0094	0,07	9,54	0,73	0,84
SL1344_0095	0,23	6,07	0,65	0,78
SL1344_0096	-2,15	5,75	0,00	0,01
SL1344_0097	-1,54	7,47	0,00	0,00
SL1344_0098	-1,56	7,52	0,00	0,02
SL1344_0099	-6,30	4,35	0,03	0,08
SL1344_0100	-1,99	4,44	0,66	0,78
SL1344_0101	0,76	3,52	0,58	0,72
SL1344_0102	1,56	4,29	0,23	0,39
SL1344_0103	-0,02	4,07	1,00	1,00
SL1344_0104	1,41	5,52	0,22	0,38
SL1344_0105	-0,28	6,42	0,65	0,78
SL1344_0106	-5,63	3,59	0,10	0,21
SL1344_0107	-1,80	5,11	0,09	0,20
SL1344_0108	-0,93	5,32	0,40	0,57
SL1344_0109	-1,09	4,69	0,25	0,42
SL1344_0110	-0,28	5,18	0,68	0,81
SL1344_0111	0,12	6,27	0,81	0,89
SL1344_0112	0,32	6,47	0,46	0,63
SL1344_0113	-1,13	6,91	0,02	0,05
SL1344_0115	1,83	4,47	0,11	0,23
SL1344_0116	-1,15	6,54	0,05	0,12
SL1344_0117	0,01	6,06	0,99	1,00
SL1344_0118	-0,50	7,18	0,18	0,34
SL1344_0119	-0,04	8,85	0,87	0,93
SL1344_0120	0,51	9,10	0,04	0,10
SL1344_0121	0,52	8,86	0,08	0,18
SL1344_0122	-0,78	11,04	0,07	0,16
SL1344_0123	-0,56	8,03	0,06	0,16
SL1344_0124	-0,63	7,42	0,09	0,19
SL1344_0125	-0,19	8,22	0,50	0,66
SL1344_0126	0,02	8,55	0,94	0,97
SL1344_0127	-0,14	7,44	0,65	0,78
SL1344_0128	-0,75	7,67	0,03	0,09
SL1344_0129	-0,09	8,22	0,75	0,85
SL1344_0130	-0,39	8,47	0,13	0,26
SL1344_0131	-0,07	8,01	0,82	0,89
SL1344_0132	-0,89	9,24	0,00	0,00
SL1344_0133	0,00	9,52	0,99	1,00
SL1344_0134	-0,60	11,17	0,00	0,02
SL1344_0135	-1,68	6,02	0,01	0,02
SL1344_0136	-1,47	8,87	0,00	0,00
SL1344_0137	-2,04	3,83	0,12	0,25
SL1344_0139	-1,00	5,76	0,12	0,25
SL1344_0140	-1,34	5,77	0,06	0,14
SL1344_0141	-1,62	7,99	0,00	0,00
SL1344_0143	0,71	3,78	0,70	0,82
SL1344_0145	-3,36	5,19	0,00	0,01
SL1344_0146	0,09	6,17	0,84	0,91
SL1344_0147	-0,03	6,39	0,95	0,98
SL1344_0148	-6,03	3,86	0,06	0,14
SL1344_0149	-0,49	4,10	0,67	0,80
SL1344_0150	-1,25	6,37	0,01	0,04
SL1344_0151	-3,00	9,37	0,00	0,00
SL1344_0152	-2,70	11,12	0,00	0,00
SL1344_0153	-2,22	10,21	0,00	0,00
SL1344_0154	-1,64	10,26	0,00	0,00
SL1344_0157	-0,12	3,66	0,95	0,98
SL1344_0159	-0,47	9,61	0,05	0,13
SL1344_0160	-2,18	6,79	0,00	0,00
SL1344_0161	-0,71	6,98	0,06	0,15
SL1344_0162	-5,04	3,89	0,17	0,31
SL1344_0163	0,06	4,38	0,96	0,98
SL1344_0164	-0,93	6,71	0,03	0,09
SL1344_0165	-0,73	7,54	0,03	0,08
SL1344_0166	0,55	6,05	0,26	0,43
SL1344_0167	0,13	7,39	0,68	0,80
SL1344_0168	-0,24	6,70	0,52	0,68
SL1344_0169	-0,39	6,45	0,39	0,56
SL1344_0170	-0,37	7,41	0,32	0,49
SL1344_0171	-1,22	7,47	0,00	0,01
SL1344_0172	-1,43	7,91	0,00	0,00
SL1344_0173	-0,02	6,17	0,97	0,99
SL1344_0174	-1,67	5,97	0,02	0,07
SL1344_0175	-4,94	3,97	0,17	0,31
SL1344_0176	-3,98	3,85	0,34	0,51
SL1344_0179	1,72	3,84	0,42	0,59
SL1344_0180	-0,19	5,93	0,75	0,85
SL1344_0181	0,50	5,80	0,31	0,48
SL1344_0182	0,12	5,53	0,86	0,92
SL1344_0183	-6,61	4,43	0,02	0,06
SL1344_0184	-0,43	4,64	0,58	0,72
SL1344_0185	-1,85	7,71	0,00	0,00
SL1344_0186	0,12	6,10	0,80	0,88
SL1344_0187	-0,28	8,43	0,27	0,44
SL1344_0188	0,06	6,26	0,90	0,94
SL1344_0189	-0,96	5,07	0,18	0,34
SL1344_0190	-0,39	7,19	0,35	0,52
SL1344_0191	-0,34	8,79	0,21	0,37
SL1344_0192	-1,46	8,87	0,00	0,00
SL1344_0193	-1,18	6,17	0,05	0,12
SL1344_0194	-0,29	6,66	0,46	0,63
SL1344_0195	-0,83	6,84	0,03	0,09
SL1344_0196	1,23	3,52	0,41	0,58
SL1344_0197	-0,16	5,28	0,90	0,94
SL1344_0202	1,00	5,05	0,23	0,40
SL1344_0203	-0,80	7,36	0,06	0,16
SL1344_0204	-0,72	6,47	0,13	0,26
SL1344_0205	-0,28	9,44	0,28	0,45
SL1344_0206	-0,28	5,31	0,75	0,85
SL1344_0207	-0,33	5,29	0,59	0,74
SL1344_0208	-0,72	6,39	0,17	0,32
SL1344_0209	0,11	6,57	0,82	0,90
SL1344_0210	1,18	10,04	0,00	0,00
SL1344_0211	0,64	7,21	0,28	0,45
SL1344_0212	1,25	7,91	0,00	0,00
SL1344_0213	3,25	8,68	0,00	0,00
SL1344_0214	-1,50	7,30	0,00	0,01
SL1344_0215	-1,19	6,63	0,02	0,06
SL1344_0216	-0,76	8,01	0,01	0,03
SL1344_0217	-0,61	11,40	0,01	0,05
SL1344_0218	-0,09	10,91	0,66	0,78
SL1344_0219	-0,64	8,15	0,04	0,11
SL1344_0220	-0,45	9,15	0,06	0,15
SL1344_0221	-1,17	7,35	0,00	0,02
SL1344_0222	-0,39	8,49	0,14	0,28
SL1344_0223	-0,64	8,34	0,02	0,07
SL1344_0224	-0,47	9,70	0,04	0,12
SL1344_0225	0,00	10,52	0,99	1,00
SL1344_0226	1,14	10,44	0,00	0,00
SL1344_0227	0,16	9,86	0,49	0,66
SL1344_0228	-0,20	8,65	0,44	0,61
SL1344_0229	-0,14	8,87	0,57	0,72
SL1344_0230	-1,21	7,51	0,00	0,01
SL1344_0231	-0,27	7,04	0,47	0,64
SL1344_0232	-0,65	9,39	0,01	0,04
SL1344_0233	-0,59	7,81	0,09	0,19
SL1344_0234	-1,08	6,55	0,05	0,13
SL1344_0235	-1,57	5,86	0,02	0,05
SL1344_0236	-6,47	4,49	0,02	0,06
SL1344_0237	-2,93	5,61	0,00	0,01
SL1344_0240	1,73	6,22	0,00	0,00
SL1344_0241	0,06	5,17	0,95	0,97
SL1344_0242	-0,38	6,55	0,44	0,61
SL1344_0243	-1,29	7,81	0,00	0,00
SL1344_0244	-2,15	5,47	0,01	0,03
SL1344_0245	-1,67	6,10	0,00	0,02
SL1344_0246	-0,58	7,84	0,05	0,12
SL1344_0247	-0,04	6,00	0,94	0,97
SL1344_0248	-0,37	6,75	0,44	0,61
SL1344_0249	-0,50	5,85	0,43	0,60
SL1344_rRNA0001	2,53	9,80	0,03	0,08
SL1344_tRNA0001	-1,22	6,80	0,01	0,04
SL1344_tRNA0002	-1,64	8,23	0,04	0,11
SL1344_rRNA0002	0,30	7,70	0,82	0,90
SL1344_tRNA0003	-1,18	5,54	0,23	0,39
SL1344_0250	-0,36	6,12	0,64	0,77
SL1344_0251	0,05	4,21	0,96	0,98
SL1344_0252	-0,45	4,56	0,78	0,87
SL1344_0253	-0,40	6,42	0,36	0,54
SL1344_0254	-1,30	4,72	0,23	0,39
SL1344_0255	-1,25	10,93	0,00	0,00
SL1344_0256	-0,34	5,29	0,62	0,76
SL1344_0257	-7,00	4,47	0,01	0,03
SL1344_0258	0,36	5,52	0,48	0,65
SL1344_0259	-3,47	5,81	0,00	0,01
SL1344_tRNA0004	-2,87	8,00	0,01	0,03
SL1344_0260	0,00	4,06	1,00	1,00
SL1344_0262	-0,66	4,26	0,58	0,73
SL1344_0264	-4,88	3,61	0,20	0,35
SL1344_0265	0,02	3,79	0,99	1,00
SL1344_0266	0,48	4,86	0,78	0,87
SL1344_0267	0,82	3,67	0,67	0,79
SL1344_0268	-5,05	4,42	0,17	0,32
SL1344_0270	1,52	3,76	0,34	0,51
SL1344_0272	1,84	4,43	0,11	0,24
SL1344_0273	4,64	4,31	0,08	0,18
SL1344_0274	4,56	3,74	0,08	0,19
SL1344_0276	-4,83	4,10	0,21	0,37
SL1344_0277	-4,88	4,16	0,18	0,34
SL1344_0278	-3,90	3,42	0,36	0,53
SL1344_0279	0,03	3,33	1,00	1,00
SL1344_0280	-0,24	5,69	0,79	0,87
SL1344_0281	-0,93	3,94	0,72	0,83
SL1344_0282	2,60	3,61	0,26	0,42
SL1344_0283	-4,97	4,27	0,16	0,30
SL1344_0284	-0,93	5,27	0,53	0,69
SL1344_0286	-0,03	7,18	0,95	0,98
SL1344_0286C	0,31	6,39	0,57	0,72
SL1344_0288	0,99	5,65	0,22	0,38
SL1344_0289	-0,88	5,76	0,45	0,62
SL1344_0291	-0,74	4,49	0,65	0,78
SL1344_0293	-4,83	3,52	0,21	0,37
SL1344_0294	0,00	3,42	1,00	1,00
SL1344_0295	3,16	7,66	0,00	0,00
SL1344_0296	3,98	5,33	0,00	0,00
SL1344_0297	1,51	7,52	0,01	0,04
SL1344_0298	1,32	5,73	0,08	0,18
SL1344_0299	3,90	6,24	0,00	0,00
SL1344_0300	0,62	6,47	0,13	0,27
SL1344_0302	6,54	9,11	0,00	0,00
SL1344_0303	3,50	6,89	0,00	0,00
SL1344_0304	0,69	6,33	0,11	0,23
SL1344_0305	3,74	8,69	0,00	0,00
SL1344_0306	-0,63	7,11	0,09	0,20
SL1344_0307	-0,41	6,47	0,40	0,57
SL1344_0308	-2,21	5,77	0,02	0,07
SL1344_0309	0,65	7,30	0,21	0,36
SL1344_0310	1,24	7,24	0,03	0,09
SL1344_0311	3,01	7,44	0,00	0,00
SL1344_0312	0,54	8,43	0,03	0,10
SL1344_0313	-2,15	6,44	0,00	0,01
SL1344_0314	-0,20	6,52	0,71	0,82
SL1344_0315	-0,76	6,62	0,09	0,20
SL1344_0316	2,61	5,68	0,00	0,00
SL1344_0317	-0,28	7,97	0,37	0,54
SL1344_0318	0,49	7,00	0,21	0,37
SL1344_tRNA0005	-1,73	10,59	0,13	0,26
SL1344_0320	0,55	3,55	0,78	0,87
SL1344_0322	2,35	6,23	0,00	0,00
SL1344_0323	0,88	3,85	0,64	0,78
SL1344_0324	-4,49	3,93	0,26	0,43
SL1344_0325	1,75	3,55	0,41	0,58
SL1344_0326	-5,13	4,05	0,16	0,31
SL1344_0327	0,51	4,52	0,64	0,77
SL1344_0328	-0,24	5,58	0,71	0,82
SL1344_0331	1,84	4,51	0,21	0,37
SL1344_0332	2,51	4,43	0,02	0,05
SL1344_0333	2,15	4,94	0,01	0,04
SL1344_0336	-0,28	5,83	0,61	0,75
SL1344_0337	0,46	5,33	0,49	0,65
SL1344_0338	-1,20	5,85	0,09	0,20
SL1344_0339	-0,12	6,11	0,85	0,91
SL1344_0340	-0,78	4,95	0,38	0,56
SL1344_0341	0,10	3,94	1,00	1,00
SL1344_0342	0,35	4,42	0,86	0,92
SL1344_0344	-0,95	4,59	0,55	0,70
SL1344_0345	2,18	3,65	0,12	0,25
SL1344_0346	-4,92	4,21	0,23	0,39
SL1344_0348	-0,40	4,61	0,82	0,90
SL1344_0349	-3,84	3,57	0,36	0,53
SL1344_0351	2,35	5,25	0,00	0,01
SL1344_0352	-0,42	6,76	0,25	0,41
SL1344_0353	-1,25	7,23	0,00	0,01
SL1344_0355	0,82	7,25	0,70	0,81
SL1344_0356	-0,78	5,55	0,36	0,53
SL1344_0358	0,22	7,30	0,53	0,69
SL1344_0359	-1,09	6,43	0,15	0,29
SL1344_0360	0,97	5,39	0,23	0,39
SL1344_0362	1,60	4,41	0,18	0,33
SL1344_0363	-1,12	4,01	0,46	0,63
SL1344_0364	-1,01	3,79	0,52	0,68
SL1344_0365	2,16	4,10	0,19	0,34
SL1344_0366	0,76	4,99	0,35	0,52
SL1344_0367	-0,70	7,65	0,03	0,08
SL1344_0368	0,18	8,25	0,52	0,68
SL1344_0369	-5,83	4,85	0,07	0,16
SL1344_0370	0,02	5,61	0,97	0,99
SL1344_0371	-0,39	6,11	0,49	0,65
SL1344_0372	-0,29	6,00	0,64	0,77
SL1344_0373	2,10	5,91	0,01	0,03
SL1344_0375	-1,75	7,01	0,00	0,00
SL1344_0376	1,05	4,45	0,41	0,57
SL1344_0377	1,29	5,58	0,41	0,58
SL1344_0379	1,23	5,40	0,07	0,17
SL1344_0380	1,05	5,29	0,25	0,42
SL1344_0381	-0,10	7,13	0,78	0,87
SL1344_0382	0,16	4,87	0,84	0,91
SL1344_0383	-1,74	6,59	0,00	0,00
SL1344_0385	-0,64	6,97	0,14	0,28
SL1344_0387	-0,91	6,40	0,09	0,19
SL1344_0388	0,61	4,74	0,52	0,68
SL1344_0389	1,55	5,35	0,02	0,05
SL1344_0390	-0,87	5,97	0,16	0,30
SL1344_0391	-1,96	5,01	0,06	0,14
SL1344_0392	2,64	8,02	0,00	0,00
SL1344_0393	2,19	7,27	0,00	0,00
SL1344_0394	-2,22	8,97	0,00	0,00
SL1344_0395	-1,55	7,27	0,00	0,00
SL1344_0396	-0,44	5,91	0,45	0,61
SL1344_0397	2,34	9,52	0,00	0,00
SL1344_0398	-0,09	5,55	0,88	0,93
SL1344_0399	-1,31	6,56	0,02	0,06
SL1344_0400	-0,66	7,86	0,03	0,09
SL1344_0401	-1,31	7,91	0,00	0,00
SL1344_0402	-0,78	8,82	0,00	0,01
SL1344_0403	-0,77	8,80	0,00	0,01
SL1344_0404	0,55	5,23	0,42	0,59
SL1344_0405	0,76	5,02	0,30	0,47
SL1344_0406	-1,88	5,78	0,01	0,04
SL1344_0407	0,07	6,03	0,87	0,92
SL1344_0408	-1,07	4,25	0,36	0,53
SL1344_0409	1,52	7,85	0,00	0,00
SL1344_0410	3,21	8,69	0,00	0,00
SL1344_0411	0,76	8,52	0,01	0,05
SL1344_0412	1,64	8,96	0,00	0,00
SL1344_0413	0,02	7,38	0,95	0,98
SL1344_0414	0,01	6,69	0,98	0,99
SL1344_0415	-0,14	6,07	0,80	0,88
SL1344_0416	-1,32	7,54	0,00	0,01
SL1344_0417	-0,33	7,64	0,31	0,48
SL1344_0419	-1,28	7,13	0,00	0,01
SL1344_0420	1,51	4,50	0,10	0,21
SL1344_0421	1,19	3,47	0,54	0,70
SL1344_0422	3,13	4,37	0,00	0,01
SL1344_0423	2,10	4,35	0,03	0,08
SL1344_0424	0,94	4,71	0,31	0,48
SL1344_0425	2,61	3,80	0,05	0,13
SL1344_0426	2,86	3,24	0,13	0,26
SL1344_0427	-0,10	4,81	0,90	0,94
SL1344_0428	0,15	5,98	0,78	0,87
SL1344_0429	-0,58	6,56	0,20	0,35
SL1344_0430	-0,43	6,17	0,41	0,58
SL1344_0430A	-0,54	3,62	0,74	0,85
SL1344_0431	0,54	6,11	0,58	0,72
SL1344_0432	-0,02	6,14	0,98	1,00
SL1344_0433	-1,31	8,25	0,00	0,00
SL1344_0434	-1,00	7,28	0,01	0,04
SL1344_0435	-0,60	7,44	0,08	0,18
SL1344_0436	-0,80	9,39	0,00	0,01
SL1344_0437	-0,98	9,12	0,00	0,00
SL1344_0438	-0,98	5,41	0,10	0,22
SL1344_0439	-1,12	5,07	0,10	0,21
SL1344_0440	0,13	6,48	0,77	0,86
SL1344_0441	-1,08	10,17	0,00	0,00
SL1344_0442	-0,30	8,45	0,27	0,43
SL1344_0443	-0,11	10,18	0,60	0,74
SL1344_0444	0,96	9,97	0,00	0,00
SL1344_0446	0,24	9,00	0,35	0,52
SL1344_0448	2,12	4,12	0,10	0,22
SL1344_0449	-0,61	6,62	0,20	0,35
SL1344_0450	1,25	4,66	0,25	0,41
SL1344_0451	-2,15	4,67	0,10	0,22
SL1344_0452	-1,73	6,74	0,00	0,00
SL1344_0453	-1,99	6,93	0,00	0,00
SL1344_0454	-1,63	7,52	0,00	0,00
SL1344_0455	-2,91	7,14	0,00	0,00
SL1344_0456	3,26	5,01	0,02	0,07
SL1344_0457	0,74	6,46	0,32	0,49
SL1344_0458	-2,00	6,06	0,01	0,02
SL1344_0459	-1,10	6,58	0,01	0,05
SL1344_0460	-1,35	5,22	0,13	0,26
SL1344_0461	-1,41	5,88	0,03	0,08
SL1344_0464	-0,30	5,41	0,79	0,87
SL1344_0465	0,93	7,02	0,03	0,09
SL1344_0467	0,52	7,26	0,17	0,32
SL1344_0468	-0,41	9,33	0,08	0,18
SL1344_0469	-0,84	8,00	0,01	0,02
SL1344_0470	-0,87	6,72	0,03	0,09
SL1344_0471	-1,71	7,85	0,00	0,00
SL1344_0472	-1,12	6,24	0,12	0,25
SL1344_0474	-2,14	5,79	0,02	0,06
SL1344_0476	-2,47	6,69	0,00	0,00
SL1344_0477	-1,75	8,35	0,00	0,00
SL1344_0478	-1,87	6,92	0,00	0,00
SL1344_0479	-0,96	7,01	0,03	0,09
SL1344_0480	-1,17	7,59	0,00	0,01
SL1344_0481	-1,34	7,73	0,00	0,00
SL1344_0482	-2,86	5,93	0,02	0,06
SL1344_0484	-2,26	6,69	0,00	0,00
SL1344_0485	-0,93	8,04	0,00	0,01
SL1344_0486	-2,00	4,21	0,07	0,17
SL1344_0487	0,90	6,72	0,04	0,12
SL1344_0488	-0,05	6,28	0,91	0,95
SL1344_0489	-1,66	5,69	0,05	0,14
SL1344_0490	1,01	4,44	0,47	0,64
SL1344_0491	-4,10	6,57	0,00	0,00
SL1344_0492	-0,85	6,15	0,15	0,29
SL1344_0493	-0,21	5,32	0,79	0,87
SL1344_0494	0,41	6,53	0,42	0,59
SL1344_0495	-5,82	4,03	0,06	0,15
SL1344_0496	-0,28	4,64	0,74	0,85
SL1344_0497	0,19	6,03	0,67	0,79
SL1344_0498	-0,27	5,76	0,62	0,76
SL1344_0499	-0,66	5,27	0,31	0,49
SL1344_0500	-0,64	6,75	0,33	0,50
SL1344_0501	-1,14	7,61	0,01	0,03
SL1344_0502	-2,16	5,66	0,03	0,08
SL1344_0503	-8,16	5,23	0,00	0,00
SL1344_0504	-2,18	5,05	0,01	0,05
SL1344_0505	-3,26	4,75	0,01	0,03
SL1344_0506	-0,76	6,74	0,19	0,34
SL1344_0507	0,98	4,79	0,48	0,65
SL1344_0508	3,15	4,27	0,00	0,01
SL1344_0509	-1,96	6,26	0,00	0,02
SL1344_0510	-0,19	4,19	0,89	0,94
SL1344_0511	3,18	3,44	0,02	0,07
SL1344_0512	0,88	3,55	0,65	0,78
SL1344_0513	-4,39	3,99	0,33	0,50
SL1344_0515	-0,04	3,97	1,00	1,00
SL1344_0516	1,31	4,68	0,25	0,42
SL1344_0518	-3,53	3,56	0,43	0,60
SL1344_0519	-1,33	5,12	0,13	0,26
SL1344_0520	-0,35	3,74	0,84	0,91
SL1344_0522	2,21	4,41	0,15	0,29
SL1344_0523	-3,68	3,47	0,41	0,58
SL1344_0525	-6,35	4,16	0,03	0,10
SL1344_0526	-0,82	7,55	0,04	0,10
SL1344_0527	-1,60	5,73	0,03	0,09
SL1344_0528	-0,52	5,44	0,37	0,54
SL1344_0529	0,20	7,73	0,49	0,66
SL1344_0530	-1,61	7,78	0,00	0,00
SL1344_0531	-0,23	4,27	0,85	0,91
SL1344_0532	-1,21	3,74	0,44	0,61
SL1344_0533	-4,68	3,68	0,22	0,38
SL1344_0535	-0,75	7,54	0,03	0,09
SL1344_0536	-6,93	3,98	0,01	0,05
SL1344_0539	-5,85	4,43	0,05	0,13
SL1344_0540	0,85	3,92	0,66	0,79
SL1344_0541	-5,84	3,74	0,06	0,15
SL1344_0545	2,62	3,25	0,17	0,32
SL1344_tRNA0006	-1,19	6,03	0,45	0,62
SL1344_0547	-0,12	4,54	0,89	0,94
SL1344_0548	-1,15	3,44	0,44	0,61
SL1344_0550A	-1,19	3,99	0,42	0,59
SL1344_0552	-6,04	4,76	0,04	0,12
SL1344_0555	-1,38	5,97	0,02	0,07
SL1344_0556	-0,83	7,38	0,06	0,15
SL1344_0557	0,13	6,03	0,78	0,87
SL1344_0558	4,10	7,97	0,00	0,00
SL1344_0559	2,56	6,49	0,00	0,00
SL1344_0566	-0,61	5,36	0,47	0,64
SL1344_0567	0,40	4,38	0,72	0,83
SL1344_0568	-0,78	6,07	0,27	0,44
SL1344_0569	-5,80	5,52	0,07	0,17
SL1344_0571	1,10	5,19	0,21	0,38
SL1344_0572	1,50	4,59	0,08	0,17
SL1344_0573	0,24	8,06	0,51	0,67
SL1344_0574	-0,84	8,14	0,01	0,04
SL1344_0576	0,83	8,60	0,00	0,02
SL1344_0577	-2,93	6,59	0,00	0,00
SL1344_0578	-4,19	5,59	0,00	0,00
SL1344_0579	-2,11	6,16	0,00	0,00
SL1344_0580	-1,71	7,20	0,00	0,00
SL1344_0581	-2,63	6,73	0,00	0,00
SL1344_0582	-3,03	6,86	0,00	0,00
SL1344_0583	-0,66	6,97	0,14	0,28
SL1344_0584	0,23	6,62	0,61	0,75
SL1344_0585	2,12	5,72	0,01	0,02
SL1344_0586	2,82	4,72	0,02	0,07
SL1344_0587	2,83	4,84	0,01	0,02
SL1344_0588	2,68	9,80	0,00	0,00
SL1344_0590	-1,52	6,88	0,03	0,09
SL1344_0591	-1,75	5,73	0,06	0,15
SL1344_0592	0,77	4,89	0,43	0,60
SL1344_0593	0,46	4,99	0,62	0,75
SL1344_0594	-0,21	4,75	0,79	0,88
SL1344_0595	-0,15	6,00	0,77	0,87
SL1344_0596	-1,19	8,29	0,00	0,00
SL1344_0597	-1,76	6,33	0,01	0,04
SL1344_0598	1,08	3,63	0,34	0,51
SL1344_0599	2,08	4,40	0,10	0,22
SL1344_0600	1,71	3,70	0,41	0,58
SL1344_0601	-1,24	4,95	0,24	0,41
SL1344_0602	1,47	8,11	0,00	0,00
SL1344_0603	0,75	4,85	0,51	0,68
SL1344_0604	0,54	6,91	0,16	0,31
SL1344_0605	2,39	8,82	0,00	0,00
SL1344_0606	0,19	5,50	0,78	0,87
SL1344_0613	-2,56	5,45	0,03	0,08
SL1344_0614	0,65	4,41	0,54	0,69
SL1344_0615	-0,11	4,29	0,92	0,95
SL1344_0616	2,69	7,58	0,00	0,00
SL1344_0618	-0,44	4,90	0,60	0,74
SL1344_0619	-0,59	5,25	0,61	0,75
SL1344_0621	-2,65	7,24	0,00	0,00
SL1344_0622	-1,27	5,09	0,21	0,37
SL1344_0623	0,30	5,46	0,63	0,77
SL1344_0625	-0,61	8,12	0,03	0,10
SL1344_0626	-0,05	6,72	0,90	0,94
SL1344_0627	-1,46	6,04	0,02	0,07
SL1344_0628	-0,95	6,82	0,03	0,10
SL1344_0629	-0,63	6,65	0,14	0,28
SL1344_0630	-1,01	7,01	0,01	0,05
SL1344_0631	1,08	5,22	0,26	0,43
SL1344_0632	1,26	4,52	0,27	0,44
SL1344_0633	-1,37	5,02	0,08	0,19
SL1344_0634	-0,91	6,76	0,04	0,11
SL1344_0635	-0,90	7,33	0,02	0,06
SL1344_0636	-1,05	8,82	0,00	0,00
SL1344_0638	-4,79	4,04	0,19	0,35
SL1344_0639	-2,42	6,03	0,00	0,02
SL1344_0640	-1,77	6,57	0,01	0,03
SL1344_0641	1,27	6,31	0,02	0,07
SL1344_0642	0,92	4,40	0,37	0,54
SL1344_0643	-3,68	3,72	0,41	0,58
SL1344_0644	-4,19	3,74	0,33	0,50
SL1344_0645	-3,32	3,51	0,46	0,63
SL1344_0647	-0,04	5,34	0,96	0,98
SL1344_0648	3,17	4,33	0,02	0,06
SL1344_0649	0,83	5,05	0,39	0,56
SL1344_0650	1,62	5,47	0,03	0,08
SL1344_0651	1,57	7,26	0,00	0,00
SL1344_0652	1,18	6,94	0,00	0,01
SL1344_0653	1,61	7,25	0,00	0,00
SL1344_0654	0,29	10,10	0,17	0,32
SL1344_0655	-0,51	7,09	0,18	0,34
SL1344_0656	0,32	7,64	0,34	0,51
SL1344_0657	-0,26	6,40	0,54	0,70
SL1344_0658	0,16	7,68	0,60	0,74
SL1344_0659	0,93	8,14	0,00	0,01
SL1344_0660	0,17	6,21	0,75	0,85
SL1344_0661	-1,81	4,45	0,08	0,17
SL1344_tRNA0007	-1,21	7,55	0,26	0,43
SL1344_tRNA0008	-1,42	7,69	0,14	0,27
SL1344_tRNA0009	-3,04	5,52	0,04	0,11
SL1344_tRNA0010	-2,48	6,56	0,00	0,01
SL1344_tRNA0011	-2,15	7,37	0,00	0,00
SL1344_tRNA0012	-0,52	11,29	0,67	0,79
SL1344_tRNA0013	-2,35	7,87	0,00	0,00
SL1344_0662	-0,29	6,81	0,55	0,70
SL1344_0663	-2,26	6,27	0,00	0,00
SL1344_0664	-1,51	7,09	0,00	0,02
SL1344_0665	0,70	7,45	0,05	0,12
SL1344_0666	2,14	6,60	0,00	0,00
SL1344_0667	0,98	7,06	0,03	0,09
SL1344_0668	-0,90	8,32	0,00	0,01
SL1344_0669	-7,71	4,92	0,00	0,01
SL1344_0671	0,67	4,88	0,49	0,65
SL1344_0672	-4,08	3,91	0,33	0,50
SL1344_0673	2,57	4,24	0,01	0,03
SL1344_0674	-0,27	5,37	0,72	0,83
SL1344_0675	-0,69	8,50	0,01	0,05
SL1344_0676	-0,08	7,66	0,79	0,88
SL1344_0678	-1,07	5,44	0,10	0,22
SL1344_0679	-1,17	7,32	0,01	0,03
SL1344_0680	-0,79	8,13	0,01	0,03
SL1344_0681	1,51	3,88	0,33	0,50
SL1344_0682	-3,66	4,24	0,39	0,56
SL1344_0683	-0,18	4,09	0,92	0,96
SL1344_0684	0,63	6,35	0,25	0,41
SL1344_0685	0,65	7,13	0,38	0,55
SL1344_0686	0,22	5,13	0,87	0,92
SL1344_0687	0,41	6,25	0,75	0,85
SL1344_0688	3,20	7,67	0,01	0,03
SL1344_0690	-0,44	5,40	0,65	0,78
SL1344_0691	-2,14	6,37	0,00	0,00
SL1344_0692	0,28	7,18	0,36	0,53
SL1344_0693	-0,55	5,60	0,45	0,62
SL1344_0694	0,03	6,26	0,96	0,98
SL1344_0695	-0,64	5,74	0,35	0,52
SL1344_0697	-2,86	5,06	0,01	0,05
SL1344_0698	1,79	3,26	0,42	0,59
SL1344_0699	1,42	3,46	0,33	0,50
SL1344_0700	-4,23	3,47	0,31	0,48
SL1344_0703	4,62	3,60	0,08	0,18
SL1344_0706	-0,80	3,88	0,62	0,76
SL1344_0708	-4,79	4,18	0,21	0,37
SL1344_0710	-1,03	5,79	0,13	0,26
SL1344_0711	-0,72	4,16	0,66	0,78
SL1344_0712	-0,49	8,44	0,09	0,19
