locus tag	logFC	logCPM	PValue	FDR
SL1344_0067	-2,44	6,99	0,00	0,00
SL1344_0068	-1,14	8,29	0,03	0,05
SL1344_0069	0,98	4,41	0,05	0,08
SL1344_0071	2,35	3,42	0,01	0,02
SL1344_0072	1,05	4,17	0,06	0,10
SL1344_0073	1,52	4,36	0,01	0,02
SL1344_0074	2,40	5,23	0,00	0,00
SL1344_0076	0,77	3,35	0,30	0,37
SL1344_0080	1,82	5,29	0,00	0,00
SL1344_0082	2,00	8,40	0,00	0,00
SL1344_0083A	4,09	7,11	0,00	0,00
SL1344_0084	3,21	6,60	0,00	0,00
SL1344_0086	-0,89	3,80	0,13	0,18
SL1344_0087	0,02	5,21	0,96	0,97
SL1344_0088	1,78	7,43	0,00	0,00
SL1344_0089	-0,64	6,97	0,02	0,03
SL1344_0090	-0,72	6,35	0,02	0,03
SL1344_0091	-0,67	7,56	0,01	0,01
SL1344_0092	-1,13	7,73	0,00	0,00
SL1344_0093	-0,47	8,95	0,02	0,04
SL1344_0094	-0,79	9,54	0,00	0,00
SL1344_0095	0,23	6,07	0,44	0,51
SL1344_0096	-0,81	5,75	0,01	0,02
SL1344_0097	1,12	7,47	0,00	0,00
SL1344_0098	2,13	7,52	0,00	0,00
SL1344_0099	0,51	4,35	0,26	0,33
SL1344_0100	5,45	4,44	0,00	0,00
SL1344_0101	0,64	3,52	0,35	0,43
SL1344_0102	2,37	4,29	0,00	0,00
SL1344_0103	6,96	4,07	0,00	0,00
SL1344_0104	3,62	5,52	0,00	0,00
SL1344_0105	1,73	6,42	0,00	0,00
SL1344_0106	-0,12	3,59	0,85	0,88
SL1344_0107	0,36	5,11	0,36	0,43
SL1344_0108	1,91	5,32	0,00	0,00
SL1344_0109	-0,30	4,69	0,47	0,54
SL1344_0110	-1,42	5,18	0,00	0,00
SL1344_0111	-1,12	6,27	0,00	0,00
SL1344_0112	-1,10	6,47	0,00	0,00
SL1344_0113	-0,60	6,91	0,02	0,04
SL1344_0115	2,38	4,47	0,00	0,00
SL1344_0116	-0,30	6,54	0,30	0,37
SL1344_0117	0,65	6,06	0,05	0,08
SL1344_0118	-0,53	7,18	0,04	0,06
SL1344_0119	0,40	8,85	0,07	0,11
SL1344_0120	0,52	9,10	0,02	0,03
SL1344_0121	0,68	8,86	0,01	0,02
SL1344_0122	-1,35	11,04	0,00	0,01
SL1344_0123	-1,30	8,03	0,00	0,00
SL1344_0124	-1,14	7,42	0,00	0,00
SL1344_0125	-1,11	8,22	0,00	0,00
SL1344_0126	-1,32	8,55	0,00	0,00
SL1344_0127	-1,13	7,44	0,00	0,00
SL1344_0128	-0,52	7,67	0,03	0,05
SL1344_0129	-0,46	8,22	0,04	0,06
SL1344_0130	-0,70	8,47	0,00	0,00
SL1344_0131	-0,17	8,01	0,44	0,51
SL1344_0132	-0,68	9,24	0,00	0,00
SL1344_0133	-0,21	9,52	0,30	0,37
SL1344_0134	0,98	11,17	0,00	0,00
SL1344_0135	-0,48	6,02	0,09	0,13
SL1344_0136	-1,65	8,87	0,00	0,00
SL1344_0137	-1,35	3,83	0,01	0,02
SL1344_0139	-0,72	5,76	0,03	0,06
SL1344_0140	-0,65	5,77	0,06	0,09
SL1344_0141	0,50	7,99	0,02	0,04
SL1344_0143	2,42	3,78	0,00	0,00
SL1344_0145	-0,60	5,19	0,07	0,11
SL1344_0146	-0,50	6,17	0,09	0,13
SL1344_0147	-0,49	6,39	0,07	0,10
SL1344_0148	-0,41	3,86	0,47	0,54
SL1344_0149	0,20	4,10	0,69	0,74
SL1344_0150	-0,82	6,37	0,00	0,01
SL1344_0151	-0,84	9,37	0,01	0,01
SL1344_0152	-2,20	11,12	0,00	0,00
SL1344_0153	-2,84	10,21	0,00	0,00
SL1344_0154	-1,69	10,26	0,00	0,00
SL1344_0157	0,64	3,66	0,37	0,44
SL1344_0159	-1,41	9,61	0,00	0,00
SL1344_0160	-2,02	6,79	0,00	0,00
SL1344_0161	-0,76	6,98	0,00	0,01
SL1344_0162	1,16	3,89	0,06	0,10
SL1344_0163	1,45	4,38	0,01	0,02
SL1344_0164	-0,89	6,71	0,00	0,00
SL1344_0165	-0,88	7,54	0,00	0,00
SL1344_0166	0,27	6,05	0,37	0,44
SL1344_0167	0,32	7,39	0,17	0,23
SL1344_0168	-1,01	6,70	0,00	0,00
SL1344_0169	-0,52	6,45	0,06	0,10
SL1344_0170	-0,78	7,41	0,00	0,01
SL1344_0171	-1,37	7,47	0,00	0,00
SL1344_0172	-1,66	7,91	0,00	0,00
SL1344_0173	0,50	6,17	0,15	0,20
SL1344_0174	0,21	5,97	0,48	0,55
SL1344_0175	1,69	3,97	0,01	0,01
SL1344_0176	2,48	3,85	0,00	0,00
SL1344_0179	3,51	3,84	0,00	0,00
SL1344_0180	0,41	5,93	0,18	0,23
SL1344_0181	-0,70	5,80	0,03	0,06
SL1344_0182	0,36	5,53	0,32	0,39
SL1344_0183	0,05	4,43	0,91	0,94
SL1344_0184	-0,78	4,64	0,06	0,09
SL1344_0185	-0,63	7,71	0,01	0,01
SL1344_0186	0,42	6,10	0,13	0,18
SL1344_0187	-0,47	8,43	0,03	0,05
SL1344_0188	-0,41	6,26	0,14	0,20
SL1344_0189	-0,72	5,07	0,05	0,08
SL1344_0190	1,12	7,19	0,00	0,00
SL1344_0191	1,41	8,79	0,00	0,00
SL1344_0192	-0,97	8,87	0,00	0,00
SL1344_0193	-2,31	6,17	0,00	0,00
SL1344_0194	-1,29	6,66	0,00	0,00
SL1344_0195	-1,23	6,84	0,00	0,00
SL1344_0196	1,66	3,52	0,03	0,05
SL1344_0197	2,42	5,28	0,00	0,00
SL1344_0202	0,82	5,05	0,09	0,13
SL1344_0203	0,36	7,36	0,16	0,22
SL1344_0204	-0,16	6,47	0,56	0,62
SL1344_0205	1,13	9,44	0,00	0,00
SL1344_0206	1,31	5,31	0,00	0,00
SL1344_0207	-0,32	5,29	0,33	0,41
SL1344_0208	0,23	6,39	0,42	0,49
SL1344_0209	1,01	6,57	0,00	0,00
SL1344_0210	3,53	10,04	0,00	0,00
SL1344_0211	3,48	7,21	0,00	0,00
SL1344_0212	-1,50	7,91	0,00	0,00
SL1344_0213	1,13	8,68	0,00	0,00
SL1344_0214	-1,06	7,30	0,00	0,00
SL1344_0215	-0,67	6,63	0,02	0,03
SL1344_0216	-1,59	8,01	0,00	0,00
SL1344_0217	0,90	11,40	0,00	0,00
SL1344_0218	0,72	10,91	0,00	0,00
SL1344_0219	0,55	8,15	0,01	0,03
SL1344_0220	-0,12	9,15	0,57	0,63
SL1344_0221	0,12	7,35	0,62	0,68
SL1344_0222	-0,29	8,49	0,17	0,23
SL1344_0223	-0,06	8,34	0,76	0,80
SL1344_0224	0,10	9,70	0,62	0,68
SL1344_0225	-0,20	10,52	0,34	0,41
SL1344_0226	-0,97	10,44	0,00	0,00
SL1344_0227	-0,55	9,86	0,01	0,02
SL1344_0228	-0,42	8,65	0,06	0,10
SL1344_0229	-0,46	8,87	0,03	0,06
SL1344_0230	-0,96	7,51	0,00	0,00
SL1344_0231	-0,57	7,04	0,02	0,04
SL1344_0232	-0,08	9,39	0,72	0,76
SL1344_0233	-0,20	7,81	0,41	0,48
SL1344_0234	0,70	6,55	0,01	0,02
SL1344_0235	-1,00	5,86	0,00	0,00
SL1344_0236	0,44	4,49	0,31	0,38
SL1344_0237	-0,60	5,61	0,07	0,10
SL1344_0240	-0,04	6,22	0,89	0,91
SL1344_0241	0,03	5,17	0,94	0,96
SL1344_0242	0,36	6,55	0,19	0,25
SL1344_0243	-1,18	7,81	0,00	0,00
SL1344_0244	-0,90	5,47	0,01	0,01
SL1344_0245	-1,10	6,10	0,00	0,00
SL1344_0246	-1,25	7,84	0,00	0,00
SL1344_0247	-0,57	6,00	0,06	0,10
SL1344_0248	1,18	6,75	0,00	0,00
SL1344_0249	0,22	5,85	0,50	0,57
SL1344_rRNA0001	0,96	9,80	0,32	0,39
SL1344_tRNA0001	-0,40	6,80	0,16	0,21
SL1344_tRNA0002	0,73	8,23	0,13	0,18
SL1344_rRNA0002	1,25	7,70	0,17	0,23
SL1344_tRNA0003	0,47	5,54	0,23	0,30
SL1344_0250	1,90	6,12	0,00	0,00
SL1344_0251	-0,85	4,21	0,11	0,16
SL1344_0252	2,26	4,56	0,00	0,00
SL1344_0253	-0,31	6,42	0,25	0,31
SL1344_0254	0,15	4,72	0,73	0,78
SL1344_0255	-0,01	10,93	0,95	0,96
SL1344_0256	-1,01	5,29	0,01	0,02
SL1344_0257	-0,65	4,47	0,15	0,21
SL1344_0258	-0,90	5,52	0,01	0,02
SL1344_0259	0,30	5,81	0,31	0,38
SL1344_tRNA0004	0,21	8,00	0,63	0,69
SL1344_0260	1,00	4,06	0,10	0,15
SL1344_0262	-0,08	4,26	0,88	0,91
SL1344_0264	0,56	3,61	0,41	0,48
SL1344_0265	1,17	3,79	0,08	0,12
SL1344_0266	3,95	4,86	0,00	0,00
SL1344_0267	2,46	3,67	0,00	0,01
SL1344_0268	2,14	4,42	0,00	0,00
SL1344_0270	1,87	3,76	0,02	0,04
SL1344_0272	2,46	4,43	0,00	0,00
SL1344_0273	7,17	4,31	0,00	0,00
SL1344_0274	6,19	3,74	0,00	0,00
SL1344_0276	2,08	4,10	0,00	0,00
SL1344_0277	1,96	4,16	0,00	0,00
SL1344_0278	1,85	3,42	0,02	0,04
SL1344_0279	5,90	3,33	0,00	0,00
SL1344_0280	1,43	5,69	0,00	0,00
SL1344_0281	0,68	3,94	0,48	0,55
SL1344_0282	3,98	3,61	0,00	0,00
SL1344_0283	2,04	4,27	0,00	0,00
SL1344_0284	2,95	5,27	0,00	0,00
SL1344_0286	1,52	7,18	0,00	0,00
SL1344_0286C	1,35	6,39	0,00	0,00
SL1344_0288	2,06	5,65	0,00	0,00
SL1344_0289	2,63	5,76	0,00	0,00
SL1344_0291	1,98	4,49	0,00	0,00
SL1344_0293	0,65	3,52	0,36	0,43
SL1344_0294	6,04	3,42	0,00	0,00
SL1344_0295	1,70	7,66	0,00	0,00
SL1344_0296	4,05	5,33	0,00	0,00
SL1344_0297	2,35	7,52	0,00	0,00
SL1344_0298	1,83	5,73	0,00	0,00
SL1344_0299	4,47	6,24	0,00	0,00
SL1344_0300	-0,53	6,47	0,07	0,11
SL1344_0302	2,71	9,11	0,00	0,00
SL1344_0303	0,73	6,89	0,06	0,09
SL1344_0304	-0,51	6,33	0,09	0,13
SL1344_0305	2,32	8,69	0,00	0,00
SL1344_0306	-0,90	7,11	0,00	0,00
SL1344_0307	-0,28	6,47	0,32	0,39
SL1344_0308	0,49	5,77	0,15	0,20
SL1344_0309	2,82	7,30	0,00	0,00
SL1344_0310	3,91	7,24	0,00	0,00
SL1344_0311	5,71	7,44	0,00	0,00
SL1344_0312	-1,12	8,43	0,00	0,00
SL1344_0313	0,57	6,44	0,04	0,07
SL1344_0314	0,56	6,52	0,07	0,11
SL1344_0315	-0,12	6,62	0,63	0,68
SL1344_0316	1,69	5,68	0,00	0,00
SL1344_0317	-0,30	7,97	0,20	0,26
SL1344_0318	0,16	7,00	0,55	0,61
SL1344_tRNA0005	1,37	10,59	0,16	0,22
SL1344_0320	1,89	3,55	0,02	0,04
SL1344_0322	0,89	6,23	0,01	0,03
SL1344_0323	2,63	3,85	0,00	0,00
SL1344_0324	2,14	3,93	0,00	0,01
SL1344_0325	3,25	3,55	0,00	0,00
SL1344_0326	0,99	4,05	0,11	0,16
SL1344_0327	1,21	4,52	0,02	0,04
SL1344_0328	0,42	5,58	0,20	0,27
SL1344_0331	1,42	4,51	0,12	0,17
SL1344_0332	2,18	4,43	0,00	0,00
SL1344_0333	1,02	4,94	0,07	0,10
SL1344_0336	-1,04	5,83	0,00	0,01
SL1344_0337	-0,06	5,33	0,88	0,90
SL1344_0338	0,43	5,85	0,18	0,23
SL1344_0339	1,27	6,11	0,00	0,00
SL1344_0340	0,66	4,95	0,09	0,13
SL1344_0341	6,65	3,94	0,00	0,00
SL1344_0342	3,05	4,42	0,00	0,00
SL1344_0344	1,90	4,59	0,00	0,00
SL1344_0345	2,05	3,65	0,01	0,02
SL1344_0346	1,98	4,21	0,00	0,01
SL1344_0348	2,30	4,61	0,00	0,00
SL1344_0349	1,58	3,57	0,05	0,07
SL1344_0351	1,12	5,25	0,02	0,03
SL1344_0352	-0,94	6,76	0,00	0,00
SL1344_0353	-0,46	7,23	0,06	0,09
SL1344_0355	0,95	7,25	0,43	0,50
SL1344_0356	0,54	5,55	0,15	0,20
SL1344_0358	0,05	7,30	0,84	0,87
SL1344_0359	1,82	6,43	0,00	0,00
SL1344_0360	0,93	5,39	0,03	0,06
SL1344_0362	1,76	4,41	0,01	0,02
SL1344_0363	0,94	4,01	0,10	0,15
SL1344_0364	0,25	3,79	0,68	0,73
SL1344_0365	1,13	4,10	0,29	0,36
SL1344_0366	0,43	4,99	0,35	0,42
SL1344_0367	-1,18	7,65	0,00	0,00
SL1344_0368	1,04	8,25	0,00	0,00
SL1344_0369	1,75	4,85	0,00	0,00
SL1344_0370	1,29	5,61	0,00	0,00
SL1344_0371	0,33	6,11	0,25	0,32
SL1344_0372	0,34	6,00	0,29	0,36
SL1344_0373	2,12	5,91	0,00	0,00
SL1344_0375	-0,45	7,01	0,07	0,11
SL1344_0376	1,01	4,45	0,11	0,15
SL1344_0377	-0,22	5,58	0,83	0,86
SL1344_0379	0,15	5,40	0,71	0,75
SL1344_0380	1,75	5,29	0,00	0,00
SL1344_0381	-0,01	7,13	0,96	0,97
SL1344_0382	0,04	4,87	0,93	0,95
SL1344_0383	-1,05	6,59	0,00	0,00
SL1344_0385	-0,37	6,97	0,16	0,22
SL1344_0387	0,49	6,40	0,07	0,11
SL1344_0388	1,40	4,74	0,00	0,01
SL1344_0389	0,40	5,35	0,33	0,40
SL1344_0390	-0,66	5,97	0,04	0,06
SL1344_0391	-0,30	5,01	0,43	0,50
SL1344_0392	0,67	8,02	0,01	0,02
SL1344_0393	1,54	7,27	0,00	0,00
SL1344_0394	-1,35	8,97	0,00	0,00
SL1344_0395	-1,07	7,27	0,00	0,00
SL1344_0396	0,07	5,91	0,82	0,86
SL1344_0397	2,48	9,52	0,00	0,00
SL1344_0398	-0,99	5,55	0,01	0,02
SL1344_0399	0,25	6,56	0,36	0,43
SL1344_0400	0,03	7,86	0,90	0,92
SL1344_0401	-0,44	7,91	0,07	0,11
SL1344_0402	-0,16	8,82	0,43	0,50
SL1344_0403	-0,42	8,80	0,04	0,06
SL1344_0404	-0,06	5,23	0,88	0,90
SL1344_0405	0,43	5,02	0,30	0,36
SL1344_0406	-0,64	5,78	0,04	0,07
SL1344_0407	-1,50	6,03	0,00	0,00
SL1344_0408	-0,43	4,25	0,39	0,46
SL1344_0409	1,26	7,85	0,00	0,00
SL1344_0410	2,44	8,69	0,00	0,00
SL1344_0411	1,66	8,52	0,00	0,00
SL1344_0412	1,93	8,96	0,00	0,00
SL1344_0413	1,69	7,38	0,00	0,00
SL1344_0414	1,11	6,69	0,00	0,00
SL1344_0415	-0,47	6,07	0,11	0,16
SL1344_0416	-0,83	7,54	0,00	0,00
SL1344_0417	0,46	7,64	0,04	0,07
SL1344_0419	-0,44	7,13	0,08	0,12
SL1344_0420	1,45	4,50	0,01	0,01
SL1344_0421	2,00	3,47	0,02	0,04
SL1344_0422	2,28	4,37	0,00	0,00
SL1344_0423	1,38	4,35	0,02	0,03
SL1344_0424	1,42	4,71	0,00	0,01
SL1344_0425	2,12	3,80	0,01	0,02
SL1344_0426	2,35	3,24	0,03	0,05
SL1344_0427	-0,07	4,81	0,86	0,89
SL1344_0428	-0,36	5,98	0,25	0,32
SL1344_0429	0,13	6,56	0,63	0,68
SL1344_0430	-0,25	6,17	0,38	0,46
SL1344_0430A	0,93	3,62	0,15	0,21
SL1344_0431	3,51	6,11	0,00	0,00
SL1344_0432	3,37	6,14	0,00	0,00
SL1344_0433	-2,65	8,25	0,00	0,00
SL1344_0434	-2,50	7,28	0,00	0,00
SL1344_0435	-2,50	7,44	0,00	0,00
SL1344_0436	-2,36	9,39	0,00	0,00
SL1344_0437	-1,82	9,12	0,00	0,00
SL1344_0438	-2,14	5,41	0,00	0,00
SL1344_0439	-1,63	5,07	0,00	0,00
SL1344_0440	-0,87	6,48	0,00	0,01
SL1344_0441	-0,98	10,17	0,00	0,00
SL1344_0442	-1,10	8,45	0,00	0,00
SL1344_0443	0,15	10,18	0,45	0,52
SL1344_0444	0,02	9,97	0,90	0,93
SL1344_0446	1,31	9,00	0,00	0,00
SL1344_0448	2,04	4,12	0,00	0,01
SL1344_0449	0,07	6,62	0,78	0,82
SL1344_0450	1,51	4,66	0,01	0,02
SL1344_0451	0,28	4,67	0,51	0,58
SL1344_0452	-3,13	6,74	0,00	0,00
SL1344_0453	0,71	6,93	0,01	0,01
SL1344_0454	1,13	7,52	0,00	0,00
SL1344_0455	1,32	7,14	0,00	0,00
SL1344_0456	4,71	5,01	0,00	0,00
SL1344_0457	3,43	6,46	0,00	0,00
SL1344_0458	-0,10	6,06	0,74	0,78
SL1344_0459	-1,86	6,58	0,00	0,00
SL1344_0460	-0,24	5,22	0,51	0,58
SL1344_0461	-0,60	5,88	0,05	0,07
SL1344_0464	1,15	5,41	0,03	0,06
SL1344_0465	1,70	7,02	0,00	0,00
SL1344_0467	0,66	7,26	0,02	0,03
SL1344_0468	-1,63	9,33	0,00	0,00
SL1344_0469	-0,92	8,00	0,00	0,00
SL1344_0470	-1,39	6,72	0,00	0,00
SL1344_0471	-0,25	7,85	0,24	0,31
SL1344_0472	0,31	6,24	0,37	0,44
SL1344_0474	0,75	5,79	0,02	0,03
SL1344_0476	0,19	6,69	0,48	0,55
SL1344_0477	-0,32	8,35	0,11	0,16
SL1344_0478	-0,57	6,92	0,04	0,06
SL1344_0479	-0,14	7,01	0,61	0,67
SL1344_0480	0,12	7,59	0,62	0,68
SL1344_0481	-0,07	7,73	0,73	0,78
SL1344_0482	1,49	5,93	0,00	0,00
SL1344_0484	0,21	6,69	0,44	0,51
SL1344_0485	-0,95	8,04	0,00	0,00
SL1344_0486	-1,86	4,21	0,00	0,00
SL1344_0487	0,40	6,72	0,17	0,23
SL1344_0488	-0,80	6,28	0,01	0,02
SL1344_0489	0,48	5,69	0,15	0,20
SL1344_0490	2,86	4,44	0,00	0,00
SL1344_0491	-1,98	6,57	0,00	0,00
SL1344_0492	0,43	6,15	0,14	0,19
SL1344_0493	0,72	5,32	0,05	0,08
SL1344_0494	0,74	6,53	0,02	0,03
SL1344_0495	0,80	4,03	0,13	0,18
SL1344_0496	0,12	4,64	0,77	0,81
SL1344_0497	-0,99	6,03	0,00	0,00
SL1344_0498	-1,16	5,76	0,00	0,00
SL1344_0499	-1,26	5,27	0,00	0,00
SL1344_0500	2,28	6,75	0,00	0,00
SL1344_0501	1,22	7,61	0,00	0,00
SL1344_0502	0,61	5,66	0,07	0,11
SL1344_0503	-1,40	5,23	0,00	0,00
SL1344_0504	-1,92	5,05	0,00	0,00
SL1344_0505	-1,15	4,75	0,01	0,01
SL1344_0506	1,05	6,74	0,00	0,00
SL1344_0507	3,41	4,79	0,00	0,00
SL1344_0508	1,68	4,27	0,02	0,04
SL1344_0509	0,15	6,26	0,58	0,64
SL1344_0510	0,33	4,19	0,59	0,65
SL1344_0511	2,25	3,44	0,01	0,03
SL1344_0512	2,27	3,55	0,01	0,01
SL1344_0513	2,18	3,99	0,01	0,01
SL1344_0515	6,89	3,97	0,00	0,00
SL1344_0516	2,72	4,68	0,00	0,00
SL1344_0518	2,26	3,56	0,01	0,02
SL1344_0519	-0,19	5,12	0,60	0,66
SL1344_0520	0,88	3,74	0,19	0,25
SL1344_0522	3,42	4,41	0,00	0,00
SL1344_0523	2,20	3,47	0,01	0,02
SL1344_0525	0,02	4,16	0,96	0,97
SL1344_0526	-0,03	7,55	0,90	0,92
SL1344_0527	0,08	5,73	0,80	0,84
SL1344_0528	-1,59	5,44	0,00	0,00
SL1344_0529	-1,00	7,73	0,00	0,00
SL1344_0530	-0,63	7,78	0,01	0,01
SL1344_0531	0,38	4,27	0,49	0,56
SL1344_0532	0,03	3,74	0,96	0,97
SL1344_0533	1,05	3,68	0,12	0,17
SL1344_0535	-0,11	7,54	0,62	0,68
SL1344_0536	-1,08	3,98	0,04	0,07
SL1344_0539	0,97	4,43	0,04	0,07
SL1344_0540	2,60	3,92	0,00	0,00
SL1344_0541	0,19	3,74	0,74	0,78
SL1344_0545	2,39	3,25	0,03	0,05
SL1344_tRNA0006	1,76	6,03	0,01	0,02
SL1344_0547	0,14	4,54	0,75	0,80
SL1344_0548	-0,40	3,44	0,50	0,57
SL1344_0550A	0,69	3,99	0,22	0,28
SL1344_0552	1,42	4,76	0,00	0,01
SL1344_0555	-0,16	5,97	0,57	0,63
SL1344_0556	1,02	7,38	0,00	0,00
SL1344_0557	-0,51	6,03	0,09	0,13
SL1344_0558	2,29	7,97	0,00	0,00
SL1344_0559	2,06	6,49	0,00	0,00
SL1344_0566	-0,15	5,36	0,70	0,74
SL1344_0567	0,94	4,38	0,08	0,12
SL1344_0568	0,90	6,07	0,01	0,01
SL1344_0569	2,87	5,52	0,00	0,00
SL1344_0571	0,75	5,19	0,12	0,17
SL1344_0572	0,75	4,59	0,13	0,18
SL1344_0573	0,36	8,06	0,21	0,28
SL1344_0574	0,62	8,14	0,01	0,02
SL1344_0576	1,85	8,60	0,00	0,00
SL1344_0577	0,23	6,59	0,39	0,46
SL1344_0578	-1,24	5,59	0,00	0,00
SL1344_0579	-1,33	6,16	0,00	0,00
SL1344_0580	-1,23	7,20	0,00	0,00
SL1344_0581	-0,28	6,73	0,32	0,39
SL1344_0582	1,50	6,86	0,00	0,00
SL1344_0583	0,81	6,97	0,00	0,01
SL1344_0584	0,92	6,62	0,00	0,00
SL1344_0585	2,00	5,72	0,00	0,00
SL1344_0586	3,39	4,72	0,00	0,00
SL1344_0587	2,84	4,84	0,00	0,00
SL1344_0588	1,03	9,80	0,00	0,00
SL1344_0590	2,06	6,88	0,00	0,00
SL1344_0591	1,36	5,73	0,00	0,00
SL1344_0592	0,84	4,89	0,10	0,15
SL1344_0593	1,15	4,99	0,01	0,03
SL1344_0594	-0,79	4,75	0,07	0,10
SL1344_0595	-1,04	6,00	0,00	0,00
SL1344_0596	-2,32	8,29	0,00	0,00
SL1344_0597	0,22	6,33	0,44	0,51
SL1344_0598	-0,34	3,63	0,64	0,69
SL1344_0599	2,43	4,40	0,00	0,00
SL1344_0600	3,17	3,70	0,00	0,00
SL1344_0601	0,63	4,95	0,12	0,17
SL1344_0602	-0,39	8,11	0,11	0,16
SL1344_0603	1,86	4,85	0,00	0,00
SL1344_0604	0,03	6,91	0,89	0,92
SL1344_0605	0,81	8,82	0,00	0,00
SL1344_0606	0,70	5,50	0,05	0,07
SL1344_0613	0,76	5,45	0,03	0,04
SL1344_0614	1,11	4,41	0,03	0,05
SL1344_0615	0,28	4,29	0,58	0,64
SL1344_0616	0,67	7,58	0,02	0,04
SL1344_0618	-0,29	4,90	0,50	0,56
SL1344_0619	1,80	5,25	0,00	0,00
SL1344_0621	-0,23	7,24	0,35	0,42
SL1344_0622	0,48	5,09	0,21	0,27
SL1344_0623	-0,04	5,46	0,91	0,93
SL1344_0625	-1,35	8,12	0,00	0,00
SL1344_0626	-0,62	6,72	0,02	0,04
SL1344_0627	-1,15	6,04	0,00	0,00
SL1344_0628	-0,31	6,82	0,23	0,30
SL1344_0629	-0,08	6,65	0,74	0,78
SL1344_0630	-0,33	7,01	0,17	0,22
SL1344_0631	2,16	5,22	0,00	0,00
SL1344_0632	1,68	4,52	0,01	0,01
SL1344_0633	-1,91	5,02	0,00	0,00
SL1344_0634	-1,29	6,76	0,00	0,00
SL1344_0635	-1,01	7,33	0,00	0,00
SL1344_0636	-0,96	8,82	0,00	0,00
SL1344_0638	1,83	4,04	0,00	0,01
SL1344_0639	-0,46	6,03	0,18	0,23
SL1344_0640	1,02	6,57	0,00	0,00
SL1344_0641	1,24	6,31	0,00	0,00
SL1344_0642	0,71	4,40	0,21	0,27
SL1344_0643	2,67	3,72	0,00	0,00
SL1344_0644	1,68	3,74	0,03	0,05
SL1344_0645	2,21	3,51	0,01	0,03
SL1344_0647	1,43	5,34	0,00	0,00
SL1344_0648	3,60	4,33	0,00	0,00
SL1344_0649	1,16	5,05	0,02	0,03
SL1344_0650	0,97	5,47	0,03	0,04
SL1344_0651	-0,50	7,26	0,10	0,15
SL1344_0652	-0,77	6,94	0,01	0,01
SL1344_0653	0,59	7,25	0,04	0,06
SL1344_0654	-0,61	10,10	0,00	0,01
SL1344_0655	-1,14	7,09	0,00	0,00
SL1344_0656	0,07	7,64	0,77	0,81
SL1344_0657	-1,10	6,40	0,00	0,00
SL1344_0658	-0,48	7,68	0,05	0,07
SL1344_0659	0,43	8,14	0,05	0,07
SL1344_0660	0,85	6,21	0,00	0,01
SL1344_0661	-0,95	4,45	0,03	0,05
SL1344_tRNA0007	-0,03	7,55	0,97	0,97
SL1344_tRNA0008	0,41	7,69	0,47	0,54
SL1344_tRNA0009	0,54	5,52	0,22	0,28
SL1344_tRNA0010	-0,80	6,56	0,02	0,04
SL1344_tRNA0011	-0,76	7,37	0,01	0,01
SL1344_tRNA0012	-0,26	11,29	0,82	0,86
SL1344_tRNA0013	-1,36	7,87	0,00	0,00
SL1344_0662	1,04	6,81	0,00	0,00
SL1344_0663	-1,05	6,27	0,00	0,00
SL1344_0664	0,25	7,09	0,34	0,41
SL1344_0665	0,54	7,45	0,04	0,06
SL1344_0666	0,86	6,60	0,01	0,01
SL1344_0667	0,14	7,06	0,66	0,71
SL1344_0668	-1,21	8,32	0,00	0,00
SL1344_0669	-0,76	4,92	0,06	0,09
SL1344_0671	0,84	4,88	0,09	0,13
SL1344_0672	2,22	3,91	0,00	0,01
SL1344_0673	1,25	4,24	0,05	0,07
SL1344_0674	0,93	5,37	0,01	0,02
SL1344_0675	-0,59	8,50	0,01	0,02
SL1344_0676	-0,01	7,66	0,98	0,98
SL1344_0678	-0,57	5,44	0,08	0,11
SL1344_0679	-1,02	7,32	0,00	0,00
SL1344_0680	-1,10	8,13	0,00	0,00
SL1344_0681	2,43	3,88	0,00	0,00
SL1344_0682	3,25	4,24	0,00	0,00
SL1344_0683	2,15	4,09	0,00	0,01
SL1344_0684	0,22	6,35	0,52	0,59
SL1344_0685	1,27	7,13	0,02	0,04
SL1344_0686	2,77	5,13	0,00	0,00
SL1344_0687	4,52	6,25	0,00	0,00
SL1344_0688	8,09	7,67	0,00	0,00
SL1344_0690	1,62	5,40	0,00	0,00
SL1344_0691	-2,39	6,37	0,00	0,00
SL1344_0692	-1,46	7,18	0,00	0,00
SL1344_0693	-0,46	5,60	0,22	0,28
SL1344_0694	-0,48	6,26	0,12	0,17
SL1344_0695	-0,04	5,74	0,89	0,92
SL1344_0697	-0,06	5,06	0,87	0,90
SL1344_0698	2,57	3,26	0,01	0,02
SL1344_0699	1,49	3,46	0,05	0,08
SL1344_0700	1,50	3,47	0,05	0,08
SL1344_0703	6,11	3,60	0,00	0,00
SL1344_0706	1,01	3,88	0,11	0,15
SL1344_0708	2,02	4,18	0,00	0,00
SL1344_0710	0,07	5,79	0,82	0,86
SL1344_0711	1,15	4,16	0,06	0,09
SL1344_0712	-0,53	8,44	0,02	0,04
SL1344_0714	1,32	7,48	0,00	0,00
SL1344_0715	0,83	7,06	0,03	0,05
SL1344_0716	0,08	8,29	0,77	0,81
SL1344_0717	0,11	8,04	0,64	0,69
SL1344_0718	-1,86	9,98	0,00	0,00
SL1344_0719	-2,74	9,66	0,00	0,00
SL1344_0720	-3,20	9,42	0,00	0,00
SL1344_0721	-3,55	8,72	0,00	0,00
SL1344_0722	-1,33	9,01	0,00	0,00
