locus tag	logFC	logCPM	PValue	FDR
SL1344_0064	-5,07	3,81	0,06	0,14
SL1344_0065	1,16	7,01	0,00	0,00
SL1344_0067	-1,12	6,99	0,00	0,01
SL1344_0068	1,28	8,29	0,02	0,07
SL1344_0069	0,00	4,41	1,00	1,00
SL1344_0071	0,20	3,42	0,92	0,95
SL1344_0072	-5,57	4,17	0,02	0,06
SL1344_0073	0,13	4,36	0,89	0,94
SL1344_0074	0,82	5,23	0,25	0,39
SL1344_0076	-1,22	3,35	0,46	0,60
SL1344_0080	0,05	5,29	0,94	0,97
SL1344_0082	5,07	8,40	0,00	0,00
SL1344_0083A	5,56	7,11	0,00	0,00
SL1344_0084	2,51	6,60	0,00	0,00
SL1344_0086	-0,07	3,80	0,94	0,96
SL1344_0087	-0,29	5,21	0,62	0,74
SL1344_0088	-0,78	7,43	0,05	0,12
SL1344_0089	-0,31	6,97	0,37	0,52
SL1344_0090	0,00	6,35	1,00	1,00
SL1344_0091	-0,22	7,56	0,45	0,59
SL1344_0092	-0,12	7,73	0,65	0,77
SL1344_0093	0,21	8,95	0,32	0,48
SL1344_0094	0,11	9,54	0,59	0,72
SL1344_0095	-0,84	6,07	0,08	0,17
SL1344_0096	-2,91	5,75	0,00	0,00
SL1344_0097	-1,30	7,47	0,00	0,00
SL1344_0098	-0,84	7,52	0,02	0,06
SL1344_0099	-0,92	4,35	0,28	0,43
SL1344_0100	3,02	4,44	0,06	0,13
SL1344_0101	-4,73	3,52	0,08	0,17
SL1344_0102	-4,56	4,29	0,11	0,21
SL1344_0103	3,50	4,07	0,13	0,24
SL1344_0104	2,96	5,52	0,00	0,00
SL1344_0105	-0,16	6,42	0,74	0,83
SL1344_0106	-1,16	3,59	0,33	0,48
SL1344_0107	-1,87	5,11	0,02	0,07
SL1344_0108	-0,22	5,32	0,76	0,85
SL1344_0109	-2,17	4,69	0,02	0,05
SL1344_0110	-0,73	5,18	0,21	0,35
SL1344_0111	-0,31	6,27	0,44	0,59
SL1344_0112	0,46	6,47	0,21	0,34
SL1344_0113	0,14	6,91	0,64	0,76
SL1344_0115	1,56	4,47	0,10	0,20
SL1344_0116	0,54	6,54	0,14	0,25
SL1344_0117	0,14	6,06	0,76	0,85
SL1344_0118	-0,29	7,18	0,35	0,50
SL1344_0119	-0,02	8,85	0,94	0,97
SL1344_0120	0,35	9,10	0,13	0,25
SL1344_0121	0,42	8,86	0,13	0,25
SL1344_0122	-0,92	11,04	0,03	0,09
SL1344_0123	-0,10	8,03	0,69	0,80
SL1344_0124	-0,14	7,42	0,63	0,75
SL1344_0125	0,12	8,22	0,63	0,75
SL1344_0126	-0,06	8,55	0,77	0,85
SL1344_0127	-0,29	7,44	0,32	0,47
SL1344_0128	-0,29	7,67	0,30	0,46
SL1344_0129	-0,32	8,22	0,20	0,34
SL1344_0130	-0,57	8,47	0,02	0,05
SL1344_0131	-0,84	8,01	0,00	0,01
SL1344_0132	-1,26	9,24	0,00	0,00
SL1344_0133	-0,09	9,52	0,68	0,79
SL1344_0134	-0,69	11,17	0,00	0,00
SL1344_0135	-1,18	6,02	0,01	0,03
SL1344_0136	-1,51	8,87	0,00	0,00
SL1344_0137	-2,13	3,83	0,04	0,09
SL1344_0139	-1,38	5,76	0,01	0,04
SL1344_0140	-0,70	5,77	0,15	0,28
SL1344_0141	-0,70	7,99	0,01	0,03
SL1344_0143	0,56	3,78	0,69	0,79
SL1344_0145	-0,93	5,19	0,08	0,17
SL1344_0146	-1,28	6,17	0,01	0,03
SL1344_0147	-0,19	6,39	0,59	0,72
SL1344_0148	-2,47	3,86	0,07	0,14
SL1344_0149	-2,48	4,10	0,05	0,12
SL1344_0150	-0,73	6,37	0,04	0,11
SL1344_0151	-3,11	9,37	0,00	0,00
SL1344_0152	-2,70	11,12	0,00	0,00
SL1344_0153	-2,27	10,21	0,00	0,00
SL1344_0154	-1,75	10,26	0,00	0,00
SL1344_0157	1,04	3,66	0,31	0,47
SL1344_0159	-0,98	9,61	0,00	0,00
SL1344_0160	-1,41	6,79	0,00	0,00
SL1344_0161	-1,90	6,98	0,00	0,00
SL1344_0162	-1,50	3,89	0,31	0,46
SL1344_0163	-1,06	4,38	0,36	0,51
SL1344_0164	-0,55	6,71	0,09	0,19
SL1344_0165	-0,65	7,54	0,02	0,06
SL1344_0166	-0,02	6,05	0,96	0,98
SL1344_0167	-0,62	7,39	0,04	0,11
SL1344_0168	-1,01	6,70	0,01	0,02
SL1344_0169	-1,48	6,45	0,00	0,00
SL1344_0170	-0,24	7,41	0,45	0,59
SL1344_0171	-1,53	7,47	0,00	0,00
SL1344_0172	-1,42	7,91	0,00	0,00
SL1344_0173	-0,71	6,17	0,20	0,33
SL1344_0174	-1,05	5,97	0,04	0,10
SL1344_0175	-1,43	3,97	0,33	0,48
SL1344_0176	0,51	3,85	0,72	0,81
SL1344_0179	0,80	3,84	0,69	0,79
SL1344_0180	-0,35	5,93	0,46	0,60
SL1344_0181	-0,17	5,80	0,70	0,80
SL1344_0182	0,15	5,53	0,77	0,86
SL1344_0183	-1,19	4,43	0,17	0,29
SL1344_0184	-1,23	4,64	0,08	0,17
SL1344_0185	-1,92	7,71	0,00	0,00
SL1344_0186	-0,48	6,10	0,26	0,41
SL1344_0187	-0,22	8,43	0,33	0,49
SL1344_0188	-0,03	6,26	0,95	0,97
SL1344_0189	-0,78	5,07	0,15	0,28
SL1344_0190	-0,69	7,19	0,06	0,13
SL1344_0191	-0,03	8,79	0,91	0,95
SL1344_0192	-1,23	8,87	0,00	0,00
SL1344_0193	-1,59	6,17	0,00	0,01
SL1344_0194	-0,09	6,66	0,77	0,85
SL1344_0195	-0,97	6,84	0,00	0,01
SL1344_0196	-0,78	3,52	0,64	0,76
SL1344_0197	1,22	5,28	0,09	0,19
SL1344_0202	0,99	5,05	0,14	0,25
SL1344_0203	-0,34	7,36	0,31	0,46
SL1344_0204	-0,71	6,47	0,07	0,15
SL1344_0205	-0,34	9,44	0,17	0,29
SL1344_0206	-1,03	5,31	0,19	0,32
SL1344_0207	-1,59	5,29	0,01	0,03
SL1344_0208	-1,90	6,39	0,00	0,00
SL1344_0209	0,04	6,57	0,92	0,95
SL1344_0210	1,48	10,04	0,00	0,00
SL1344_0211	1,55	7,21	0,00	0,00
SL1344_0212	0,52	7,91	0,08	0,17
SL1344_0213	2,90	8,68	0,00	0,00
SL1344_0214	-0,10	7,30	0,74	0,83
SL1344_0215	-0,85	6,63	0,03	0,07
SL1344_0216	-1,17	8,01	0,00	0,00
SL1344_0217	-0,57	11,40	0,02	0,05
SL1344_0218	-0,30	10,91	0,15	0,27
SL1344_0219	-0,73	8,15	0,01	0,03
SL1344_0220	-0,50	9,15	0,03	0,08
SL1344_0221	-1,16	7,35	0,00	0,00
SL1344_0222	-0,64	8,49	0,01	0,03
SL1344_0223	-0,80	8,34	0,00	0,01
SL1344_0224	-0,24	9,70	0,27	0,42
SL1344_0225	0,09	10,52	0,65	0,77
SL1344_0226	1,02	10,44	0,00	0,00
SL1344_0227	0,37	9,86	0,10	0,20
SL1344_0228	-0,36	8,65	0,14	0,26
SL1344_0229	-0,10	8,87	0,66	0,77
SL1344_0230	-0,97	7,51	0,00	0,01
SL1344_0231	-0,03	7,04	0,93	0,96
SL1344_0232	-0,12	9,39	0,59	0,72
SL1344_0233	-0,62	7,81	0,04	0,10
SL1344_0234	-0,19	6,55	0,60	0,73
SL1344_0235	-1,28	5,86	0,01	0,03
SL1344_0236	-2,02	4,49	0,04	0,11
SL1344_0237	-1,93	5,61	0,00	0,01
SL1344_0240	1,39	6,22	0,00	0,00
SL1344_0241	0,86	5,17	0,13	0,25
SL1344_0242	-0,74	6,55	0,09	0,18
SL1344_0243	-1,09	7,81	0,00	0,00
SL1344_0244	-0,43	5,47	0,34	0,49
SL1344_0245	-1,46	6,10	0,00	0,01
SL1344_0246	-0,86	7,84	0,00	0,01
SL1344_0247	-0,61	6,00	0,17	0,29
SL1344_0248	-1,98	6,75	0,00	0,00
SL1344_0249	-1,06	5,85	0,06	0,13
SL1344_rRNA0001	3,35	9,80	0,01	0,02
SL1344_tRNA0001	-1,45	6,80	0,00	0,00
SL1344_tRNA0002	-0,99	8,23	0,11	0,21
SL1344_rRNA0002	1,59	7,70	0,13	0,24
SL1344_tRNA0003	0,08	5,54	0,90	0,94
SL1344_0250	-0,29	6,12	0,62	0,74
SL1344_0251	-0,32	4,21	0,68	0,79
SL1344_0252	-0,55	4,56	0,66	0,77
SL1344_0253	-0,98	6,42	0,02	0,05
SL1344_0254	-1,39	4,72	0,10	0,19
SL1344_0255	-0,91	10,93	0,00	0,00
SL1344_0256	-0,88	5,29	0,14	0,25
SL1344_0257	-0,40	4,47	0,56	0,69
SL1344_0258	-0,42	5,52	0,38	0,53
SL1344_0259	-0,36	5,81	0,41	0,56
SL1344_tRNA0004	-0,67	8,00	0,24	0,38
SL1344_0260	0,90	4,06	0,30	0,45
SL1344_0262	0,75	4,26	0,31	0,46
SL1344_0264	0,89	3,61	0,39	0,54
SL1344_0265	2,71	3,79	0,00	0,00
SL1344_0266	1,61	4,86	0,13	0,24
SL1344_0267	-0,18	3,67	0,92	0,95
SL1344_0268	0,30	4,42	0,78	0,86
SL1344_0270	2,50	3,76	0,02	0,05
SL1344_0272	1,12	4,43	0,28	0,43
SL1344_0273	4,58	4,31	0,04	0,09
SL1344_0274	5,43	3,74	0,01	0,02
SL1344_0276	0,54	4,10	0,63	0,75
SL1344_0277	-4,87	4,16	0,07	0,15
SL1344_0278	-0,38	3,42	0,82	0,89
SL1344_0279	0,03	3,33	1,00	1,00
SL1344_0280	-2,03	5,69	0,04	0,09
SL1344_0281	-1,93	3,94	0,40	0,56
SL1344_0282	3,10	3,61	0,06	0,14
SL1344_0283	-5,00	4,27	0,05	0,12
SL1344_0284	-1,95	5,27	0,15	0,27
SL1344_0286	-0,77	7,18	0,09	0,18
SL1344_0286C	0,15	6,39	0,74	0,83
SL1344_0288	-0,39	5,65	0,63	0,75
SL1344_0289	-0,15	5,76	0,84	0,90
SL1344_0291	0,08	4,49	0,94	0,96
SL1344_0293	-0,32	3,52	0,81	0,88
SL1344_0294	-0,01	3,42	1,00	1,00
SL1344_0295	3,60	7,66	0,00	0,00
SL1344_0296	4,04	5,33	0,00	0,00
SL1344_0297	2,73	7,52	0,00	0,00
SL1344_0298	2,46	5,73	0,00	0,00
SL1344_0299	4,60	6,24	0,00	0,00
SL1344_0300	0,28	6,47	0,43	0,58
SL1344_0302	6,36	9,11	0,00	0,00
SL1344_0303	3,96	6,89	0,00	0,00
SL1344_0304	-0,45	6,33	0,29	0,44
SL1344_0305	3,03	8,69	0,00	0,00
SL1344_0306	-0,20	7,11	0,49	0,63
SL1344_0307	-0,51	6,47	0,20	0,34
SL1344_0308	-0,31	5,77	0,55	0,68
SL1344_0309	0,49	7,30	0,25	0,39
SL1344_0310	1,27	7,24	0,01	0,02
SL1344_0311	2,54	7,44	0,00	0,00
SL1344_0312	0,19	8,43	0,42	0,57
SL1344_0313	-1,01	6,44	0,02	0,06
SL1344_0314	-0,81	6,52	0,09	0,18
SL1344_0315	-0,99	6,62	0,01	0,03
SL1344_0316	1,99	5,68	0,00	0,00
SL1344_0317	0,00	7,97	0,99	1,00
SL1344_0318	0,01	7,00	0,97	0,98
SL1344_tRNA0005	-0,68	10,59	0,48	0,62
SL1344_0320	-0,46	3,55	0,80	0,87
SL1344_0322	1,16	6,23	0,02	0,05
SL1344_0323	1,40	3,85	0,29	0,44
SL1344_0324	0,54	3,93	0,66	0,77
SL1344_0325	1,67	3,55	0,31	0,46
SL1344_0326	1,34	4,05	0,14	0,25
SL1344_0327	1,12	4,52	0,14	0,25
SL1344_0328	0,05	5,58	0,92	0,96
SL1344_0331	1,96	4,51	0,11	0,21
SL1344_0332	2,17	4,43	0,01	0,04
SL1344_0333	-0,26	4,94	0,79	0,87
SL1344_0336	-0,59	5,83	0,20	0,34
SL1344_0337	0,00	5,33	1,00	1,00
SL1344_0338	-1,00	5,85	0,06	0,13
SL1344_0339	0,37	6,11	0,42	0,57
SL1344_0340	-0,68	4,95	0,31	0,46
SL1344_0341	4,58	3,94	0,04	0,11
SL1344_0342	-0,66	4,42	0,70	0,80
SL1344_0344	-5,49	4,59	0,03	0,07
SL1344_0345	-3,93	3,65	0,20	0,34
SL1344_0346	-4,92	4,21	0,10	0,19
SL1344_0348	0,08	4,61	0,95	0,97
SL1344_0349	-3,84	3,57	0,20	0,33
SL1344_0351	1,71	5,25	0,01	0,03
SL1344_0352	-1,11	6,76	0,00	0,01
SL1344_0353	-0,68	7,23	0,03	0,08
SL1344_0355	0,18	7,25	0,92	0,95
SL1344_0356	-0,51	5,55	0,41	0,56
SL1344_0358	0,08	7,30	0,78	0,86
SL1344_0359	0,36	6,43	0,43	0,57
SL1344_0360	1,45	5,39	0,02	0,05
SL1344_0362	1,13	4,41	0,27	0,41
SL1344_0363	-2,14	4,01	0,12	0,23
SL1344_0364	0,14	3,79	0,88	0,93
SL1344_0365	1,02	4,10	0,53	0,66
SL1344_0366	0,49	4,99	0,47	0,61
SL1344_0367	-0,73	7,65	0,01	0,03
SL1344_0368	0,17	8,25	0,49	0,63
SL1344_0369	-0,41	4,85	0,66	0,77
SL1344_0370	1,20	5,61	0,02	0,05
SL1344_0371	-0,63	6,11	0,17	0,30
SL1344_0372	-0,01	6,00	0,98	0,99
SL1344_0373	1,48	5,91	0,04	0,09
SL1344_0375	-0,65	7,01	0,05	0,12
SL1344_0376	1,93	4,45	0,02	0,06
SL1344_0377	0,72	5,58	0,60	0,72
SL1344_0379	1,49	5,40	0,00	0,02
SL1344_0380	2,04	5,29	0,00	0,00
SL1344_0381	-0,08	7,13	0,79	0,87
SL1344_0382	0,12	4,87	0,85	0,91
SL1344_0383	-1,39	6,59	0,00	0,00
SL1344_0385	0,07	6,97	0,83	0,90
SL1344_0387	-0,97	6,40	0,03	0,07
SL1344_0388	-0,88	4,74	0,35	0,50
SL1344_0389	0,78	5,35	0,18	0,30
SL1344_0390	-0,41	5,97	0,35	0,50
SL1344_0391	-0,70	5,01	0,26	0,41
SL1344_0392	1,65	8,02	0,00	0,00
SL1344_0393	2,12	7,27	0,00	0,00
SL1344_0394	-2,12	8,97	0,00	0,00
SL1344_0395	-1,72	7,27	0,00	0,00
SL1344_0396	-1,05	5,91	0,04	0,10
SL1344_0397	2,38	9,52	0,00	0,00
SL1344_0398	-1,04	5,55	0,07	0,16
SL1344_0399	-1,20	6,56	0,01	0,02
SL1344_0400	-0,88	7,86	0,00	0,01
SL1344_0401	-1,03	7,91	0,00	0,00
SL1344_0402	-0,62	8,82	0,01	0,03
SL1344_0403	-0,41	8,80	0,07	0,15
SL1344_0404	1,18	5,23	0,02	0,05
SL1344_0405	0,54	5,02	0,37	0,52
SL1344_0406	-0,44	5,78	0,31	0,46
SL1344_0407	-0,51	6,03	0,21	0,35
SL1344_0408	-1,57	4,25	0,10	0,21
SL1344_0409	2,23	7,85	0,00	0,00
SL1344_0410	3,41	8,69	0,00	0,00
SL1344_0411	1,48	8,52	0,00	0,00
SL1344_0412	1,74	8,96	0,00	0,00
SL1344_0413	0,40	7,38	0,22	0,36
SL1344_0414	-0,11	6,69	0,79	0,87
SL1344_0415	-0,05	6,07	0,90	0,94
SL1344_0416	-0,22	7,54	0,44	0,59
SL1344_0417	-0,10	7,64	0,76	0,85
SL1344_0419	-1,35	7,13	0,00	0,00
SL1344_0420	0,93	4,50	0,25	0,39
SL1344_0421	2,08	3,47	0,10	0,20
SL1344_0422	1,12	4,37	0,33	0,48
SL1344_0423	2,12	4,35	0,01	0,02
SL1344_0424	-2,35	4,71	0,07	0,16
SL1344_0425	0,58	3,80	0,70	0,80
SL1344_0426	2,41	3,24	0,13	0,24
SL1344_0427	-1,49	4,81	0,06	0,14
SL1344_0428	0,17	5,98	0,68	0,79
SL1344_0429	-0,60	6,56	0,11	0,21
SL1344_0430	0,04	6,17	0,92	0,95
SL1344_0430A	-5,12	3,62	0,05	0,12
SL1344_0431	0,87	6,11	0,21	0,35
SL1344_0432	0,27	6,14	0,71	0,81
SL1344_0433	-1,11	8,25	0,00	0,00
SL1344_0434	-0,71	7,28	0,02	0,06
SL1344_0435	-0,87	7,44	0,01	0,02
SL1344_0436	-1,20	9,39	0,00	0,00
SL1344_0437	-1,19	9,12	0,00	0,00
SL1344_0438	-1,41	5,41	0,01	0,02
SL1344_0439	-1,57	5,07	0,01	0,03
SL1344_0440	-0,22	6,48	0,58	0,70
SL1344_0441	-1,35	10,17	0,00	0,00
SL1344_0442	-0,78	8,45	0,00	0,01
SL1344_0443	0,17	10,18	0,42	0,57
SL1344_0444	0,98	9,97	0,00	0,00
SL1344_0446	0,44	9,00	0,05	0,13
SL1344_0448	1,78	4,12	0,10	0,20
SL1344_0449	0,22	6,62	0,52	0,65
SL1344_0450	1,65	4,66	0,04	0,09
SL1344_0451	-1,01	4,67	0,20	0,33
SL1344_0452	-3,46	6,74	0,00	0,00
SL1344_0453	-0,56	6,93	0,12	0,23
SL1344_0454	-1,39	7,52	0,00	0,00
SL1344_0455	-1,50	7,14	0,00	0,00
SL1344_0456	-3,24	5,01	0,33	0,48
SL1344_0457	0,49	6,46	0,41	0,56
SL1344_0458	-0,86	6,06	0,06	0,13
SL1344_0459	-0,76	6,58	0,03	0,07
SL1344_0460	-0,83	5,22	0,18	0,31
SL1344_0461	-0,35	5,88	0,40	0,55
SL1344_0464	-1,34	5,41	0,20	0,34
SL1344_0465	0,19	7,02	0,62	0,74
SL1344_0467	0,70	7,26	0,03	0,08
SL1344_0468	-0,71	9,33	0,00	0,01
SL1344_0469	-0,30	8,00	0,23	0,38
SL1344_0470	-2,11	6,72	0,00	0,00
SL1344_0471	-2,08	7,85	0,00	0,00
SL1344_0472	-0,61	6,24	0,24	0,39
SL1344_0474	0,15	5,79	0,73	0,82
SL1344_0476	-0,56	6,69	0,14	0,26
SL1344_0477	-1,08	8,35	0,00	0,00
SL1344_0478	-1,12	6,92	0,00	0,01
SL1344_0479	-0,75	7,01	0,04	0,10
SL1344_0480	0,36	7,59	0,19	0,32
SL1344_0481	-1,90	7,73	0,00	0,00
SL1344_0482	-0,07	5,93	0,90	0,94
SL1344_0484	-1,32	6,69	0,00	0,01
SL1344_0485	-1,48	8,04	0,00	0,00
SL1344_0486	-2,49	4,21	0,01	0,03
SL1344_0487	0,80	6,72	0,03	0,09
SL1344_0488	-0,17	6,28	0,67	0,78
SL1344_0489	-0,54	5,69	0,31	0,46
SL1344_0490	-4,48	4,44	0,11	0,21
SL1344_0491	-3,62	6,57	0,00	0,00
SL1344_0492	-0,54	6,15	0,22	0,36
SL1344_0493	-0,59	5,32	0,35	0,50
SL1344_0494	0,34	6,53	0,41	0,56
SL1344_0495	-1,36	4,03	0,22	0,36
SL1344_0496	-1,75	4,64	0,04	0,10
SL1344_0497	-0,03	6,03	0,94	0,97
SL1344_0498	-1,06	5,76	0,04	0,10
SL1344_0499	-1,02	5,27	0,07	0,15
SL1344_0500	-0,40	6,75	0,40	0,55
SL1344_0501	-0,82	7,61	0,01	0,04
SL1344_0502	-1,43	5,66	0,03	0,07
SL1344_0503	-2,16	5,23	0,00	0,01
SL1344_0504	-3,21	5,05	0,00	0,00
SL1344_0505	-2,07	4,75	0,01	0,02
SL1344_0506	-0,48	6,74	0,26	0,41
SL1344_0507	-0,06	4,79	0,96	0,98
SL1344_0508	2,89	4,27	0,00	0,01
SL1344_0509	-0,10	6,26	0,79	0,87
SL1344_0510	0,58	4,19	0,52	0,66
SL1344_0511	0,17	3,44	0,93	0,96
SL1344_0512	-3,66	3,55	0,24	0,39
SL1344_0513	0,09	3,99	0,96	0,98
SL1344_0515	-0,05	3,97	1,00	1,00
SL1344_0516	-4,74	4,68	0,06	0,14
SL1344_0518	0,96	3,56	0,53	0,67
SL1344_0519	-0,04	5,12	0,93	0,96
SL1344_0520	0,45	3,74	0,67	0,78
SL1344_0522	3,40	4,41	0,00	0,00
SL1344_0523	0,79	3,47	0,60	0,73
SL1344_0525	-1,89	4,16	0,08	0,17
SL1344_0526	-0,46	7,55	0,14	0,25
SL1344_0527	-1,03	5,73	0,05	0,11
SL1344_0528	-0,82	5,44	0,10	0,20
SL1344_0529	-0,44	7,73	0,11	0,21
SL1344_0530	-1,15	7,78	0,00	0,00
SL1344_0531	0,49	4,27	0,56	0,69
SL1344_0532	-1,29	3,74	0,28	0,43
SL1344_0533	0,35	3,68	0,76	0,85
SL1344_0535	-1,06	7,54	0,00	0,00
SL1344_0536	-6,95	3,98	0,00	0,00
SL1344_0539	0,55	4,43	0,46	0,60
SL1344_0540	0,76	3,92	0,60	0,73
SL1344_0541	-2,40	3,74	0,07	0,16
SL1344_0545	2,26	3,25	0,17	0,30
SL1344_tRNA0006	-1,50	6,03	0,25	0,39
SL1344_0547	-2,23	4,54	0,03	0,07
SL1344_0548	-0,33	3,44	0,73	0,82
SL1344_0550A	-2,24	3,99	0,10	0,19
SL1344_0552	-0,64	4,76	0,47	0,61
SL1344_0555	-1,03	5,97	0,02	0,06
SL1344_0556	-0,32	7,38	0,33	0,48
SL1344_0557	-0,29	6,03	0,47	0,61
SL1344_0558	3,79	7,97	0,00	0,00
SL1344_0559	1,78	6,49	0,00	0,00
SL1344_0566	0,42	5,36	0,44	0,58
SL1344_0567	-0,66	4,38	0,51	0,65
SL1344_0568	-0,21	6,07	0,66	0,77
SL1344_0569	-0,36	5,52	0,70	0,80
SL1344_0571	2,18	5,19	0,00	0,00
SL1344_0572	1,68	4,59	0,01	0,03
SL1344_0573	0,26	8,06	0,43	0,57
SL1344_0574	-0,86	8,14	0,00	0,01
SL1344_0576	1,19	8,60	0,00	0,00
SL1344_0577	-1,63	6,59	0,00	0,00
SL1344_0578	-1,97	5,59	0,00	0,00
SL1344_0579	-2,66	6,16	0,00	0,00
SL1344_0580	-2,30	7,20	0,00	0,00
SL1344_0581	-1,47	6,73	0,00	0,00
SL1344_0582	-0,43	6,86	0,29	0,44
SL1344_0583	-0,22	6,97	0,51	0,64
SL1344_0584	0,97	6,62	0,00	0,02
SL1344_0585	2,89	5,72	0,00	0,00
SL1344_0586	3,94	4,72	0,00	0,00
SL1344_0587	2,76	4,84	0,00	0,00
SL1344_0588	2,17	9,80	0,00	0,00
SL1344_0590	-0,82	6,88	0,08	0,17
SL1344_0591	-0,27	5,73	0,61	0,73
SL1344_0592	1,37	4,89	0,05	0,12
SL1344_0593	0,63	4,99	0,36	0,51
SL1344_0594	-0,24	4,75	0,70	0,80
SL1344_0595	-0,63	6,00	0,16	0,28
SL1344_0596	-1,06	8,29	0,00	0,00
SL1344_0597	-0,42	6,33	0,31	0,46
SL1344_0598	1,17	3,63	0,19	0,33
SL1344_0599	2,22	4,40	0,02	0,06
SL1344_0600	-2,83	3,70	0,38	0,53
SL1344_0601	-1,37	4,95	0,10	0,19
SL1344_0602	0,86	8,11	0,00	0,01
SL1344_0603	-0,86	4,85	0,47	0,61
SL1344_0604	0,58	6,91	0,08	0,16
SL1344_0605	2,54	8,82	0,00	0,00
SL1344_0606	-0,39	5,50	0,49	0,63
SL1344_0613	0,64	5,45	0,18	0,31
SL1344_0614	1,43	4,41	0,04	0,11
SL1344_0615	-0,72	4,29	0,42	0,57
SL1344_0616	2,86	7,58	0,00	0,00
SL1344_0618	-1,24	4,90	0,10	0,20
SL1344_0619	-0,34	5,25	0,69	0,79
SL1344_0621	-1,71	7,24	0,00	0,00
SL1344_0622	-0,21	5,09	0,73	0,82
SL1344_0623	-0,01	5,46	0,98	0,99
SL1344_0625	-0,80	8,12	0,00	0,01
SL1344_0626	-0,50	6,72	0,15	0,27
SL1344_0627	-0,46	6,04	0,28	0,43
SL1344_0628	-0,86	6,82	0,02	0,05
SL1344_0629	-0,51	6,65	0,14	0,26
SL1344_0630	-0,61	7,01	0,05	0,12
SL1344_0631	0,49	5,22	0,56	0,69
SL1344_0632	1,17	4,52	0,19	0,33
SL1344_0633	-2,88	5,02	0,00	0,00
SL1344_0634	-0,22	6,76	0,52	0,65
SL1344_0635	-0,24	7,33	0,41	0,56
SL1344_0636	-0,58	8,82	0,01	0,04
SL1344_0638	-0,37	4,04	0,76	0,85
SL1344_0639	-3,47	6,03	0,00	0,00
SL1344_0640	-1,08	6,57	0,02	0,05
SL1344_0641	1,17	6,31	0,01	0,03
SL1344_0642	0,38	4,40	0,67	0,78
SL1344_0643	-3,69	3,72	0,25	0,39
SL1344_0644	0,88	3,74	0,50	0,64
SL1344_0645	2,41	3,51	0,06	0,13
SL1344_0647	-0,79	5,34	0,31	0,46
SL1344_0648	2,48	4,33	0,04	0,10
SL1344_0649	1,94	5,05	0,00	0,01
SL1344_0650	2,13	5,47	0,00	0,00
SL1344_0651	1,72	7,26	0,00	0,00
SL1344_0652	1,03	6,94	0,00	0,01
SL1344_0653	1,79	7,25	0,00	0,00
SL1344_0654	0,33	10,10	0,12	0,22
SL1344_0655	-0,09	7,09	0,78	0,86
SL1344_0656	0,18	7,64	0,54	0,67
SL1344_0657	-0,37	6,40	0,30	0,45
SL1344_0658	0,18	7,68	0,50	0,64
SL1344_0659	0,61	8,14	0,02	0,05
SL1344_0660	0,07	6,21	0,87	0,93
SL1344_0661	-1,87	4,45	0,02	0,05
SL1344_tRNA0007	-1,61	7,55	0,11	0,21
SL1344_tRNA0008	-1,31	7,69	0,10	0,20
SL1344_tRNA0009	-1,63	5,52	0,06	0,13
SL1344_tRNA0010	-2,29	6,56	0,00	0,00
SL1344_tRNA0011	-1,84	7,37	0,00	0,00
SL1344_tRNA0012	-0,42	11,29	0,72	0,82
SL1344_tRNA0013	-1,99	7,87	0,00	0,00
SL1344_0662	-0,14	6,81	0,71	0,81
SL1344_0663	-1,42	6,27	0,00	0,00
SL1344_0664	-0,01	7,09	0,97	0,98
SL1344_0665	0,54	7,45	0,08	0,16
SL1344_0666	2,10	6,60	0,00	0,00
SL1344_0667	0,33	7,06	0,41	0,56
SL1344_0668	-1,19	8,32	0,00	0,00
SL1344_0669	-1,49	4,92	0,03	0,08
SL1344_0671	0,88	4,88	0,22	0,36
SL1344_0672	0,94	3,91	0,46	0,60
SL1344_0673	0,73	4,24	0,48	0,62
SL1344_0674	-0,67	5,37	0,27	0,42
SL1344_0675	-0,39	8,50	0,11	0,21
SL1344_0676	-0,46	7,66	0,10	0,20
SL1344_0678	-1,90	5,44	0,00	0,01
SL1344_0679	-0,35	7,32	0,27	0,42
SL1344_0680	-0,65	8,13	0,01	0,03
SL1344_0681	0,44	3,88	0,76	0,85
SL1344_0682	1,37	4,24	0,29	0,44
SL1344_0683	0,30	4,09	0,81	0,88
SL1344_0684	0,57	6,35	0,20	0,33
SL1344_0685	0,67	7,13	0,29	0,44
SL1344_0686	0,43	5,13	0,64	0,76
SL1344_0687	0,30	6,25	0,76	0,85
SL1344_0688	1,13	7,67	0,39	0,55
SL1344_0690	0,49	5,40	0,44	0,58
SL1344_0691	-2,52	6,37	0,00	0,00
SL1344_0692	-0,27	7,18	0,34	0,50
SL1344_0693	-0,22	5,60	0,68	0,79
SL1344_0694	0,39	6,26	0,33	0,48
SL1344_0695	0,29	5,74	0,53	0,67
SL1344_0697	-0,22	5,06	0,67	0,78
SL1344_0698	-2,73	3,26	0,42	0,57
SL1344_0699	-0,60	3,46	0,71	0,81
SL1344_0700	0,25	3,47	0,86	0,92
SL1344_0703	4,56	3,60	0,04	0,10
SL1344_0706	-1,84	3,88	0,21	0,35
SL1344_0708	0,56	4,18	0,60	0,73
SL1344_0710	-0,88	5,79	0,09	0,18
SL1344_0711	-0,19	4,16	0,86	0,92
SL1344_0712	-0,57	8,44	0,03	0,08
SL1344_0714	3,41	7,48	0,00	0,00
SL1344_0715	2,71	7,06	0,00	0,00
